TimeStamp;FrequencyInvert1(Hz);VoltageInvert1(V);CurrentInvert1(A);ActivePowerInvert1(W);ReactivePowerInvert1(VAr);FrequencyInvert2(Hz);VoltageInvert2(V);CurrentInvert2(A);ActivePowerInvert2(W);ReactivePowerInvert2(VAr)
2021_05_08 20:25:34;50,10;224,74;4,07;0,91;0,00;50,10;225,29;6,88;1,55;0,00
2021_05_08 20:25:39;50,08;224,65;4,06;0,91;0,00;50,07;225,19;6,83;1,54;0,01
2021_05_08 20:25:44;50,04;224,48;4,07;0,91;-0,00;50,03;225,08;6,85;1,54;0,01
2021_05_08 20:25:49;50,04;224,75;4,07;0,91;0,00;50,05;225,31;6,87;1,55;0,00
2021_05_08 20:25:54;50,06;224,81;4,07;0,91;0,00;50,07;225,28;6,88;1,55;0,00
2021_05_08 20:25:59;50,08;224,72;4,06;0,91;0,00;50,08;225,23;6,86;1,54;0,00
2021_05_08 20:26:04;50,08;224,78;4,08;0,92;-0,00;50,08;225,32;6,87;1,55;0,00
2021_05_08 20:26:09;50,09;224,73;4,08;0,91;0,01;50,09;225,25;6,84;1,54;0,01
2021_05_08 20:26:14;50,08;226,94;4,04;0,91;0,00;50,08;227,30;6,76;1,53;0,01
2021_05_08 20:26:19;50,10;226,98;4,01;0,91;0,00;50,10;227,41;6,81;1,55;-0,01
2021_05_08 20:26:24;50,13;226,91;4,04;0,92;0,00;50,13;227,30;6,81;1,55;0,00
2021_05_08 20:26:29;50,11;226,97;4,02;0,91;0,01;50,11;227,38;6,82;1,55;0,01
2021_05_08 20:26:34;50,13;227,04;4,02;0,91;0,00;50,13;227,44;6,81;1,55;0,00
2021_05_08 20:26:39;50,12;227,07;4,03;0,91;0,01;50,12;227,41;6,80;1,54;0,00
2021_05_08 20:26:44;50,11;227,01;4,04;0,92;0,00;50,11;227,40;6,81;1,55;-0,01
2021_05_08 20:26:49;50,13;226,87;4,04;0,92;0,00;50,13;227,28;6,80;1,54;0,01
2021_05_08 20:26:54;50,14;226,98;4,03;0,91;0,00;50,14;227,36;6,81;1,55;0,00
2021_05_08 20:26:59;50,14;227,05;4,03;0,91;0,01;50,14;227,41;6,80;1,54;0,01
2021_05_08 20:27:04;50,12;226,90;4,03;0,91;0,00;50,12;227,26;6,80;1,54;0,01
2021_05_08 20:27:09;50,11;226,89;4,04;0,92;0,00;50,11;227,22;6,82;1,55;0,00
2021_05_08 20:27:14;50,09;226,91;4,03;0,91;0,00;50,09;227,25;6,82;1,55;0,00
2021_05_08 20:27:19;50,10;226,95;4,03;0,91;0,00;50,10;227,32;6,82;1,55;-0,00
2021_05_08 20:27:24;50,09;226,93;4,04;0,92;0,00;50,09;227,26;6,82;1,55;0,01
2021_05_08 20:27:29;50,09;227,01;4,03;0,91;0,01;50,09;227,36;6,80;1,54;-0,00
2021_05_08 20:27:34;50,09;224,79;4,05;0,91;0,00;50,09;225,26;6,83;1,54;0,00
2021_05_08 20:27:39;50,09;224,84;4,07;0,91;0,00;50,09;225,31;6,86;1,54;0,00
2021_05_08 20:27:44;50,08;224,84;4,07;0,91;0,00;50,08;225,33;6,89;1,55;0,00
2021_05_08 20:27:49;50,09;224,85;4,08;0,92;0,01;50,09;225,32;6,88;1,55;0,00
2021_05_08 20:27:54;50,09;224,86;4,06;0,91;0,00;50,09;225,31;6,88;1,55;0,01
2021_05_08 20:27:59;50,09;224,84;4,07;0,91;0,01;50,09;225,26;6,84;1,54;0,00
2021_05_08 20:28:04;50,09;224,82;4,07;0,91;0,01;50,09;225,28;6,83;1,54;0,00
2021_05_08 20:28:09;50,09;224,91;4,07;0,91;0,00;50,09;225,36;6,88;1,55;0,00
2021_05_08 20:28:14;50,08;224,80;4,08;0,92;0,00;50,08;225,33;6,88;1,55;0,00
2021_05_08 20:28:19;50,07;224,66;4,06;0,91;0,00;50,07;225,19;6,88;1,55;0,00
2021_05_08 20:28:24;50,05;224,73;4,07;0,91;0,00;50,05;225,21;6,88;1,55;0,00
2021_05_08 20:28:29;50,05;224,76;4,06;0,91;0,01;50,05;225,24;6,84;1,54;0,01
2021_05_08 20:28:34;50,04;224,81;4,09;0,92;0,00;50,04;225,24;6,84;1,54;0,01
2021_05_08 20:28:39;50,05;224,77;4,08;0,91;-0,00;50,05;225,27;6,89;1,55;-0,00
2021_05_08 20:28:44;50,08;224,75;4,08;0,92;0,00;50,08;225,27;6,89;1,55;-0,00
2021_05_08 20:28:49;50,07;224,73;4,07;0,91;0,00;50,07;225,24;6,90;1,55;0,00
2021_05_08 20:28:54;50,07;224,81;4,07;0,91;0,00;50,07;225,31;6,88;1,55;0,00
2021_05_08 20:28:59;50,07;224,79;4,07;0,91;0,00;50,07;225,27;6,88;1,55;0,00
2021_05_08 20:29:04;50,05;224,73;4,08;0,92;0,00;50,05;225,23;6,87;1,55;0,01
2021_05_08 20:29:09;50,05;224,87;4,06;0,91;0,00;50,05;225,31;6,87;1,55;0,01
2021_05_08 20:29:14;50,04;224,94;4,07;0,91;0,00;50,04;225,34;6,87;1,55;0,00
2021_05_08 20:29:19;50,06;224,87;4,09;0,92;0,00;50,06;225,27;6,89;1,55;0,00
2021_05_08 20:29:24;50,06;224,88;4,07;0,91;-0,00;50,06;225,33;6,88;1,55;0,01
2021_05_08 20:29:29;50,09;224,81;4,06;0,91;0,00;50,09;225,32;6,84;1,54;0,00
2021_05_08 20:29:34;50,10;224,72;4,08;0,91;0,01;50,10;225,20;6,86;1,54;0,01
2021_05_08 20:29:39;50,09;224,72;4,07;0,91;0,00;50,09;225,19;6,87;1,54;0,00
2021_05_08 20:29:44;50,11;224,91;4,07;0,91;0,00;50,11;225,38;6,85;1,54;0,00
2021_05_08 20:29:49;50,12;224,92;4,07;0,91;0,00;50,12;225,41;6,87;1,55;0,00
2021_05_08 20:29:54;50,12;224,88;4,08;0,92;-0,00;50,12;225,41;6,87;1,55;0,00
2021_05_08 20:29:59;50,11;224,88;4,08;0,92;0,01;50,11;225,35;6,89;1,55;0,01
2021_05_08 20:30:04;50,10;224,83;4,06;0,91;0,00;50,10;225,34;6,89;1,55;0,01
2021_05_08 20:30:09;50,08;224,81;4,07;0,91;0,00;50,08;225,32;6,86;1,54;0,00
2021_05_08 20:30:14;50,07;224,80;4,08;0,92;0,00;50,07;225,32;6,86;1,54;0,00
2021_05_08 20:30:19;50,05;224,78;4,06;0,91;0,01;50,05;225,25;6,88;1,55;0,01
2021_05_08 20:30:24;50,03;224,80;4,06;0,91;0,00;50,03;225,28;6,90;1,55;0,00
2021_05_08 20:30:29;50,05;224,68;4,08;0,91;-0,00;50,05;225,22;6,88;1,55;-0,00
2021_05_08 20:30:34;50,04;224,74;4,08;0,92;0,00;50,04;225,20;6,89;1,55;0,00
2021_05_08 20:30:39;50,03;224,79;4,06;0,91;0,01;50,03;225,28;6,85;1,54;0,00
2021_05_08 20:30:44;50,03;224,48;2,94;0,64;0,03;50,03;225,28;6,86;1,54;0,00
2021_05_08 20:30:49;50,05;224,82;4,08;0,91;0,00;50,05;225,33;6,86;1,54;0,01
2021_05_08 20:30:54;50,06;224,71;4,06;0,91;0,00;50,06;225,27;6,87;1,55;0,00
2021_05_08 20:30:59;50,07;224,91;4,07;0,91;0,00;50,07;225,40;6,86;1,54;0,00
2021_05_08 20:31:04;50,07;224,82;4,08;0,92;0,01;50,07;225,31;6,88;1,55;0,00
2021_05_08 20:31:09;50,05;224,75;4,07;0,91;0,00;50,05;225,28;6,84;1,54;0,01
2021_05_08 20:31:14;50,06;224,87;4,06;0,91;0,00;50,06;225,39;6,84;1,54;0,00
2021_05_08 20:31:19;50,08;224,84;4,08;0,92;0,01;50,08;225,36;6,87;1,55;-0,00
2021_05_08 20:31:24;50,06;224,87;4,06;0,91;0,00;50,06;225,37;6,85;1,54;0,00
2021_05_08 20:31:29;50,07;224,85;4,06;0,91;0,00;50,07;225,38;6,87;1,55;0,00
2021_05_08 20:31:34;50,08;224,81;4,07;0,91;0,00;50,08;225,30;6,86;1,54;0,00
2021_05_08 20:31:39;50,08;224,73;4,07;0,91;0,00;50,08;225,26;6,85;1,54;0,00
2021_05_08 20:31:44;50,07;224,80;4,06;0,91;0,01;50,07;225,35;6,84;1,54;0,00
2021_05_08 20:31:49;50,08;224,90;4,06;0,91;0,00;50,08;225,40;6,87;1,55;0,01
2021_05_08 20:31:54;50,10;225,00;4,05;0,91;0,00;50,11;225,51;6,85;1,54;0,00
2021_05_08 20:31:59;50,10;224,86;4,08;0,92;0,00;50,10;225,33;6,86;1,54;0,01
2021_05_08 20:32:04;50,07;224,86;4,07;0,91;0,00;50,07;225,39;6,85;1,54;0,00
2021_05_08 20:32:09;50,05;224,77;4,07;0,91;0,00;50,05;225,29;6,87;1,55;0,01
2021_05_08 20:32:14;50,06;224,79;4,05;0,91;0,00;50,06;225,29;6,87;1,55;0,01
2021_05_08 20:32:19;50,07;224,86;4,07;0,91;0,00;50,07;225,34;6,85;1,54;0,00
2021_05_08 20:32:24;50,07;224,81;4,07;0,91;0,00;50,07;225,29;6,84;1,54;0,00
2021_05_08 20:32:29;50,09;222,88;4,09;0,91;0,00;50,09;223,69;6,89;1,54;0,00
2021_05_08 20:32:34;50,04;222,81;4,11;0,91;0,00;50,04;223,48;6,91;1,54;0,00
2021_05_08 20:32:39;50,02;222,73;4,08;0,91;0,01;50,02;223,41;6,92;1,55;0,00
2021_05_08 20:32:44;50,03;222,69;4,10;0,91;0,00;50,03;223,38;6,92;1,54;-0,00
2021_05_08 20:32:49;50,06;222,78;4,12;0,92;0,00;50,06;223,48;6,92;1,54;0,00
2021_05_08 20:32:54;50,07;222,75;4,10;0,91;0,00;50,07;223,43;6,92;1,54;0,00
2021_05_08 20:32:59;50,06;222,79;4,11;0,92;0,00;50,06;223,45;6,91;1,54;0,00
2021_05_08 20:33:04;50,07;222,80;4,10;0,91;0,00;50,07;223,46;6,90;1,54;0,00
2021_05_08 20:33:09;50,08;222,70;4,09;0,91;0,00;50,08;223,39;6,94;1,55;0,00
2021_05_08 20:33:14;50,06;222,63;4,10;0,91;0,01;50,06;223,27;6,94;1,55;0,00
2021_05_08 20:33:19;50,05;222,73;4,10;0,91;0,00;50,05;223,40;6,91;1,54;0,00
2021_05_08 20:33:24;50,04;222,66;4,12;0,92;0,00;50,04;223,30;6,93;1,55;-0,00
2021_05_08 20:33:29;50,04;224,75;4,06;0,91;0,00;50,04;225,35;6,84;1,54;0,00
2021_05_08 20:33:34;50,04;224,73;4,07;0,91;0,01;50,04;225,27;6,84;1,54;0,00
2021_05_08 20:33:39;50,05;224,70;4,07;0,91;0,01;50,05;225,32;6,84;1,54;0,01
2021_05_08 20:33:44;50,03;224,54;4,06;0,91;0,01;50,03;225,11;6,83;1,53;0,01
2021_05_08 20:33:49;50,00;224,54;4,07;0,91;0,00;50,00;225,13;6,85;1,54;0,01
2021_05_08 20:33:54;49,96;224,61;4,06;0,91;0,00;49,96;225,18;6,86;1,54;0,01
2021_05_08 20:33:59;49,95;224,57;4,07;0,91;0,00;49,95;225,10;6,88;1,55;0,00
2021_05_08 20:34:04;49,95;224,63;4,05;0,91;0,01;49,95;225,19;6,87;1,55;0,00
2021_05_08 20:34:09;49,95;224,64;4,06;0,91;0,01;49,95;225,20;6,79;1,53;0,00
2021_05_08 20:34:14;49,97;224,56;4,04;0,91;-0,00;49,97;225,12;6,81;1,53;-0,00
2021_05_08 20:34:19;49,98;224,60;4,06;0,91;0,00;49,98;225,20;6,86;1,54;0,00
2021_05_08 20:34:24;49,97;224,46;4,06;0,91;0,00;49,97;225,05;6,86;1,54;0,00
2021_05_08 20:34:29;49,96;224,56;4,06;0,91;0,00;49,96;225,15;6,87;1,54;0,00
2021_05_08 20:34:34;49,96;224,52;4,06;0,91;0,00;49,96;225,16;6,86;1,54;0,01
2021_05_08 20:34:39;49,98;224,52;4,07;0,91;0,00;49,98;225,19;6,80;1,53;0,00
2021_05_08 20:34:44;50,01;224,49;4,06;0,91;0,00;50,01;225,18;6,79;1,53;0,00
2021_05_08 20:34:49;50,03;224,57;4,07;0,91;0,00;50,03;225,25;6,83;1,54;0,00
2021_05_08 20:34:54;50,05;224,59;4,06;0,91;0,00;50,05;225,29;6,85;1,54;0,00
2021_05_08 20:34:59;50,05;224,70;4,05;0,91;0,00;50,05;225,34;6,85;1,54;0,00
2021_05_08 20:35:04;50,05;224,56;4,05;0,91;0,00;50,05;225,22;6,85;1,54;0,00
2021_05_08 20:35:09;50,03;224,46;4,06;0,91;0,01;50,03;225,12;6,81;1,53;0,01
2021_05_08 20:35:14;50,02;224,51;4,07;0,91;0,00;50,02;225,22;6,79;1,53;0,00
2021_05_08 20:35:19;50,01;224,57;4,05;0,91;0,01;50,01;225,28;6,84;1,54;0,01
2021_05_08 20:35:24;50,00;224,56;4,06;0,91;0,00;50,00;225,22;6,85;1,54;0,00
2021_05_08 20:35:29;50,02;224,64;4,05;0,91;0,00;50,02;225,31;6,83;1,54;0,01
2021_05_08 20:35:34;50,02;224,58;4,06;0,91;0,00;50,02;225,25;6,86;1,54;0,00
2021_05_08 20:35:39;50,03;224,57;4,06;0,91;-0,00;50,03;225,23;6,79;1,53;0,00
2021_05_08 20:35:44;50,02;224,50;4,07;0,91;0,01;50,02;225,19;6,79;1,53;0,01
2021_05_08 20:35:49;49,99;224,58;4,05;0,91;-0,00;49,99;225,30;6,83;1,54;-0,00
2021_05_08 20:35:54;50,00;224,64;4,07;0,91;0,00;50,00;225,34;6,84;1,54;0,00
2021_05_08 20:35:59;50,02;224,55;4,06;0,91;0,00;50,02;225,27;6,83;1,54;-0,00
2021_05_08 20:36:04;50,03;224,49;4,06;0,91;0,00;50,03;225,25;6,85;1,54;0,00
2021_05_08 20:36:09;50,05;224,52;4,05;0,91;0,00;50,05;225,26;6,81;1,53;0,00
2021_05_08 20:36:14;50,06;224,60;4,04;0,91;0,00;50,06;225,36;6,81;1,53;0,01
2021_05_08 20:36:19;50,05;224,58;4,05;0,91;0,00;50,05;225,31;6,81;1,53;0,00
2021_05_08 20:36:24;50,04;224,53;4,05;0,91;0,00;50,04;220,84;7,13;1,57;0,01
2021_05_08 20:36:29;50,04;222,55;4,09;0,91;0,00;50,04;223,46;6,87;1,53;0,01
2021_05_08 20:36:34;50,05;222,62;4,07;0,91;0,00;50,05;223,43;6,87;1,53;0,00
2021_05_08 20:36:39;50,05;222,55;4,08;0,91;0,00;50,05;223,41;6,86;1,53;-0,00
2021_05_08 20:36:44;50,05;222,57;4,08;0,91;0,00;50,05;223,35;6,89;1,54;0,01
2021_05_08 20:36:49;50,03;222,50;4,07;0,90;0,01;50,03;223,41;6,85;1,53;0,01
2021_05_08 20:36:54;49,99;222,42;4,08;0,91;0,01;49,99;223,24;6,85;1,53;0,01
2021_05_08 20:36:59;49,98;222,53;4,07;0,90;0,00;49,98;223,30;6,87;1,53;0,01
2021_05_08 20:37:04;49,96;222,54;4,07;0,91;0,00;49,96;223,45;6,87;1,53;0,00
2021_05_08 20:37:09;49,97;222,45;4,07;0,90;0,00;49,97;223,27;6,87;1,53;0,00
2021_05_08 20:37:14;50,00;222,47;4,07;0,91;0,00;50,00;223,32;6,88;1,53;0,00
2021_05_08 20:37:19;49,99;222,49;4,08;0,91;0,00;49,99;223,21;6,86;1,53;0,00
2021_05_08 20:37:24;49,99;222,54;4,07;0,91;0,00;49,99;223,32;6,84;1,53;0,00
2021_05_08 20:37:29;49,99;222,48;4,07;0,90;0,01;49,99;223,31;6,86;1,53;0,00
2021_05_08 20:37:34;49,98;222,45;4,07;0,90;0,01;49,98;223,31;6,86;1,53;0,00
2021_05_08 20:37:39;50,00;222,47;4,07;0,90;0,00;50,00;223,38;6,84;1,53;0,01
2021_05_08 20:37:44;50,01;222,38;4,08;0,91;0,00;50,00;223,26;6,85;1,53;-0,00
2021_05_08 20:37:49;50,00;222,47;4,08;0,91;0,00;50,00;223,24;6,82;1,52;0,00
2021_05_08 20:37:54;50,00;222,43;4,06;0,90;0,01;50,01;223,32;6,82;1,52;0,00
2021_05_08 20:37:59;50,03;222,53;4,06;0,90;0,00;50,03;223,41;6,84;1,53;0,00
2021_05_08 20:38:04;50,05;222,45;4,08;0,91;-0,00;50,05;223,38;6,84;1,53;-0,00
2021_05_08 20:38:09;50,02;222,47;4,06;0,90;0,00;50,03;223,35;6,84;1,53;0,01
2021_05_08 20:38:14;50,03;222,43;4,06;0,90;0,00;50,03;223,34;6,84;1,53;0,00
2021_05_08 20:38:19;50,03;222,38;4,08;0,91;0,00;50,02;223,21;6,82;1,52;0,00
2021_05_08 20:38:24;49,99;222,44;4,08;0,91;0,00;49,99;223,28;6,82;1,52;0,00
2021_05_08 20:38:29;50,01;224,62;4,03;0,90;0,00;50,00;225,29;6,78;1,53;-0,01
2021_05_08 20:38:34;50,04;224,60;4,03;0,90;0,00;50,04;225,27;6,79;1,53;0,00
2021_05_08 20:38:39;50,05;224,53;4,03;0,90;0,01;50,05;225,29;6,77;1,52;0,00
2021_05_08 20:38:44;50,04;224,63;4,01;0,90;0,00;50,04;225,35;6,76;1,52;0,01
2021_05_08 20:38:49;50,06;224,65;4,04;0,91;-0,00;50,06;225,35;6,77;1,52;0,00
2021_05_08 20:38:54;50,06;224,57;4,01;0,90;0,00;50,06;225,24;6,79;1,53;0,01
2021_05_08 20:38:59;50,04;224,55;4,02;0,90;0,00;50,04;225,27;6,78;1,52;0,00
2021_05_08 20:39:04;50,02;224,77;4,02;0,90;0,00;50,02;225,53;6,76;1,52;0,00
2021_05_08 20:39:09;50,02;224,80;4,02;0,90;0,00;50,02;225,49;6,75;1,52;0,00
2021_05_08 20:39:14;50,03;224,53;4,03;0,90;0,00;50,03;225,26;6,74;1,52;-0,00
2021_05_08 20:39:19;50,03;224,54;4,02;0,90;0,00;50,03;225,23;6,76;1,52;0,00
2021_05_08 20:39:24;50,04;224,61;4,01;0,90;0,00;50,04;225,31;6,77;1,52;-0,00
2021_05_08 20:39:29;50,04;224,56;4,02;0,90;0,00;50,04;225,30;6,76;1,52;0,01
2021_05_08 20:39:34;50,01;224,44;4,02;0,90;0,00;50,01;225,16;6,77;1,52;0,01
2021_05_08 20:39:39;49,98;224,56;4,01;0,90;0,00;49,98;225,27;6,72;1,51;0,01
2021_05_08 20:39:44;49,99;224,56;4,02;0,90;0,00;49,99;225,28;6,73;1,51;0,01
2021_05_08 20:39:49;49,98;224,52;4,03;0,90;0,00;49,98;225,27;6,76;1,52;0,01
2021_05_08 20:39:54;49,99;224,62;4,01;0,90;0,00;49,99;225,33;6,76;1,52;-0,00
2021_05_08 20:39:59;50,01;224,62;4,00;0,90;0,01;50,01;225,35;6,76;1,52;0,01
2021_05_08 20:40:04;49,97;224,55;4,01;0,90;0,00;49,97;225,27;6,74;1,52;0,00
2021_05_08 20:40:09;49,94;224,47;4,02;0,90;0,00;49,94;225,24;6,71;1,51;0,00
2021_05_08 20:40:14;49,96;224,65;4,00;0,90;0,00;49,96;225,36;6,71;1,51;0,01
2021_05_08 20:40:19;49,97;224,42;4,02;0,90;0,00;49,97;225,15;6,74;1,52;0,00
2021_05_08 20:40:24;49,95;224,57;4,00;0,90;0,00;49,95;225,32;6,74;1,52;0,00
2021_05_08 20:40:29;49,95;224,66;4,00;0,90;0,00;49,95;225,37;6,74;1,52;0,00
2021_05_08 20:40:34;49,97;224,59;4,00;0,90;0,00;49,97;225,30;6,74;1,52;0,00
2021_05_08 20:40:39;49,97;224,56;4,01;0,90;0,00;49,97;225,27;6,71;1,51;0,00
2021_05_08 20:40:44;49,95;224,53;4,00;0,90;0,00;49,95;225,28;6,71;1,51;0,01
2021_05_08 20:40:49;49,94;224,56;4,00;0,90;0,00;49,94;225,28;6,73;1,51;0,01
2021_05_08 20:40:54;49,90;224,40;4,00;0,90;0,00;49,90;225,19;6,72;1,51;0,00
2021_05_08 20:40:59;49,89;224,50;3,99;0,89;0,00;49,89;225,19;6,75;1,52;-0,00
2021_05_08 20:41:04;49,91;224,51;4,01;0,90;0,00;49,91;225,23;6,74;1,52;0,00
2021_05_08 20:41:09;49,92;224,51;3,99;0,89;0,00;49,91;225,23;6,72;1,51;0,01
2021_05_08 20:41:14;49,89;224,37;4,00;0,90;0,01;49,89;225,16;6,72;1,51;0,01
2021_05_08 20:41:19;49,89;224,62;3,99;0,90;-0,00;49,89;225,34;6,69;1,51;-0,00
2021_05_08 20:41:24;49,91;224,49;3,99;0,89;0,01;49,91;225,24;6,70;1,51;0,00
2021_05_08 20:41:29;49,90;224,51;4,00;0,90;0,00;49,90;225,25;6,71;1,51;0,01
2021_05_08 20:41:34;49,91;224,51;3,98;0,89;0,00;49,91;225,23;6,73;1,51;0,00
2021_05_08 20:41:39;49,93;224,56;3,99;0,89;0,00;49,93;225,31;6,70;1,51;0,00
2021_05_08 20:41:44;49,94;224,55;3,97;0,89;0,00;49,94;225,29;6,69;1,51;-0,00
2021_05_08 20:41:49;49,94;224,60;3,97;0,89;0,01;49,94;225,33;6,66;1,50;-0,00
2021_05_08 20:41:54;49,95;224,69;3,98;0,89;0,00;49,95;225,43;6,64;1,50;0,01
2021_05_08 20:41:59;49,95;224,70;3,96;0,89;0,00;49,95;225,42;6,70;1,51;-0,00
2021_05_08 20:42:04;49,94;224,60;3,98;0,89;0,00;49,94;225,37;6,67;1,50;0,00
2021_05_08 20:42:09;49,92;224,53;3,97;0,89;0,00;49,92;225,31;6,67;1,50;0,01
2021_05_08 20:42:14;49,90;224,53;3,96;0,89;0,00;49,90;225,31;6,68;1,50;0,00
2021_05_08 20:42:19;49,90;224,59;3,97;0,89;0,00;49,90;224,98;6,64;1,49;0,00
2021_05_08 20:42:24;49,91;226,59;3,92;0,89;0,00;49,91;226,88;6,58;1,49;-0,00
2021_05_08 20:42:29;49,92;226,56;3,93;0,89;0,00;49,92;227,19;6,61;1,50;0,01
2021_05_08 20:42:34;49,90;226,53;3,92;0,89;0,01;49,90;227,13;6,63;1,50;0,00
2021_05_08 20:42:39;49,88;226,55;3,93;0,89;0,00;49,88;227,18;6,62;1,50;0,00
2021_05_08 20:42:44;49,89;226,56;3,92;0,89;0,00;49,89;227,21;6,61;1,50;-0,00
2021_05_08 20:42:49;49,90;226,45;3,92;0,89;0,00;49,90;227,10;6,57;1,49;-0,00
2021_05_08 20:42:54;49,92;226,53;3,93;0,89;0,00;49,92;227,12;6,56;1,49;-0,00
2021_05_08 20:42:59;49,93;226,53;3,91;0,88;0,00;49,93;227,13;6,59;1,50;-0,00
2021_05_08 20:43:04;49,94;226,56;3,92;0,89;0,01;49,94;227,17;6,59;1,50;0,00
2021_05_08 20:43:09;49,92;226,47;3,91;0,88;0,01;49,92;227,10;6,59;1,50;0,00
2021_05_08 20:43:14;49,90;226,62;3,90;0,88;0,00;49,90;227,26;6,60;1,50;0,00
2021_05_08 20:43:19;49,93;226,60;3,92;0,89;0,00;49,93;227,20;6,56;1,49;0,00
2021_05_08 20:43:24;49,94;226,53;3,90;0,88;0,01;49,94;227,15;6,56;1,49;0,00
2021_05_08 20:43:29;49,92;226,59;3,93;0,89;0,00;49,92;227,20;6,55;1,49;0,00
2021_05_08 20:43:34;49,89;226,51;3,91;0,88;0,01;49,89;227,10;6,56;1,49;0,01
2021_05_08 20:43:39;49,90;226,62;3,91;0,89;0,00;49,90;227,24;6,57;1,49;-0,00
2021_05_08 20:43:44;49,90;226,48;3,91;0,88;0,00;49,90;227,10;6,59;1,49;0,00
2021_05_08 20:43:49;49,91;226,55;3,90;0,88;0,00;49,91;227,20;6,58;1,49;0,00
2021_05_08 20:43:54;49,94;226,54;3,90;0,88;0,00;49,94;227,19;6,57;1,49;0,00
2021_05_08 20:43:59;49,92;226,48;3,91;0,88;0,00;49,92;227,11;6,51;1,48;0,01
2021_05_08 20:44:04;49,89;226,52;3,91;0,88;0,00;49,89;227,14;6,52;1,48;0,01
2021_05_08 20:44:09;49,89;226,50;3,89;0,88;0,00;49,89;227,13;6,55;1,49;0,00
2021_05_08 20:44:14;49,91;226,51;3,88;0,88;0,00;49,91;227,15;6,54;1,49;0,00
2021_05_08 20:44:19;49,92;226,60;3,88;0,88;0,00;49,92;227,26;6,55;1,49;-0,00
2021_05_08 20:44:24;49,94;226,52;3,88;0,88;0,00;49,94;227,19;6,54;1,48;0,00
2021_05_08 20:44:29;49,94;226,58;3,89;0,88;0,00;49,94;227,21;6,51;1,48;0,00
2021_05_08 20:44:34;49,94;224,43;3,92;0,88;0,00;49,94;225,33;6,55;1,48;0,00
2021_05_08 20:44:39;49,93;224,30;3,93;0,88;0,00;49,93;225,08;6,58;1,48;0,00
2021_05_08 20:44:44;49,89;224,36;3,92;0,88;0,01;49,89;225,13;6,56;1,48;0,00
2021_05_08 20:44:49;49,89;224,43;3,93;0,88;0,00;49,89;225,19;6,60;1,49;0,00
2021_05_08 20:44:54;49,95;224,49;3,91;0,88;0,00;49,95;225,26;6,59;1,48;-0,01
2021_05_08 20:44:59;49,96;224,43;3,92;0,88;0,00;49,96;225,21;6,60;1,49;0,00
2021_05_08 20:45:04;49,93;224,32;3,92;0,88;0,00;49,92;225,01;6,60;1,48;0,00
2021_05_08 20:45:09;49,89;224,34;3,91;0,88;0,01;49,89;225,06;6,57;1,48;0,01
2021_05_08 20:45:14;49,88;224,22;3,91;0,87;0,00;49,88;224,99;6,56;1,47;0,00
2021_05_08 20:45:19;49,89;224,23;3,91;0,88;0,00;49,89;225,00;6,60;1,48;0,01
2021_05_08 20:45:24;49,88;222,27;3,96;0,88;-0,00;49,88;223,13;6,60;1,47;-0,00
2021_05_08 20:45:29;49,91;222,27;3,95;0,88;0,00;49,91;223,17;6,65;1,48;0,00
2021_05_08 20:45:34;49,95;222,24;3,96;0,88;0,00;49,95;223,20;6,64;1,48;0,01
2021_05_08 20:45:39;49,95;222,24;3,95;0,88;0,00;49,95;223,15;6,66;1,49;-0,01
2021_05_08 20:45:44;49,95;222,27;3,96;0,88;0,00;49,95;223,14;6,64;1,48;0,01
2021_05_08 20:45:49;49,94;222,17;3,94;0,87;0,01;49,94;223,06;6,61;1,47;0,00
2021_05_08 20:45:54;49,93;222,27;3,96;0,88;0,00;49,93;223,10;6,60;1,47;-0,00
2021_05_08 20:45:59;49,92;222,27;3,95;0,88;0,00;49,92;223,10;6,64;1,48;0,00
2021_05_08 20:46:04;49,92;222,28;3,95;0,88;0,00;49,92;223,15;6,65;1,48;0,00
2021_05_08 20:46:09;49,91;222,27;3,96;0,88;0,00;49,91;223,14;6,65;1,48;-0,00
2021_05_08 20:46:14;49,94;222,26;3,96;0,88;0,00;49,94;223,14;6,64;1,48;0,01
2021_05_08 20:46:19;49,95;222,25;3,94;0,87;0,00;49,95;223,12;6,61;1,47;0,00
2021_05_08 20:46:24;49,96;222,26;3,95;0,88;0,00;49,96;223,20;6,61;1,47;0,01
2021_05_08 20:46:29;49,95;222,25;3,94;0,87;0,00;49,95;223,18;6,65;1,48;0,00
2021_05_08 20:46:34;49,94;222,35;3,94;0,87;0,00;49,94;223,22;6,64;1,48;0,00
2021_05_08 20:46:39;49,93;222,29;3,94;0,87;0,01;49,93;223,19;6,65;1,48;0,01
2021_05_08 20:46:44;49,89;222,28;3,96;0,88;0,00;49,89;223,18;6,64;1,48;0,00
2021_05_08 20:46:49;49,91;222,19;3,95;0,88;0,00;49,91;223,09;6,61;1,47;-0,00
2021_05_08 20:46:54;49,94;222,21;3,96;0,88;0,01;49,94;223,11;6,61;1,47;0,00
2021_05_08 20:46:59;49,95;222,27;3,95;0,88;0,00;49,95;223,16;6,64;1,48;0,01
2021_05_08 20:47:04;49,92;222,26;3,96;0,88;0,00;49,92;223,19;6,64;1,48;0,00
2021_05_08 20:47:09;49,91;222,22;3,98;0,88;0,00;49,91;223,17;6,64;1,48;0,00
