TimeStamp;FrequencyInvert1(Hz);VoltageInvert1(V);CurrentInvert1(A);ActivePowerInvert1(W);ReactivePowerInvert1(VAr);FrequencyInvert2(Hz);VoltageInvert2(V);CurrentInvert2(A);ActivePowerInvert2(W);ReactivePowerInvert2(VAr)
2021_05_08 20:47:14;49,90;222,37;3,95;0,88;0,00;49,90;223,29;6,64;1,48;-0,00
2021_05_08 20:47:19;49,91;222,27;3,96;0,88;0,00;49,91;223,16;6,60;1,47;0,01
2021_05_08 20:47:24;49,91;222,27;3,95;0,88;0,00;49,91;223,11;6,62;1,48;0,00
2021_05_08 20:47:29;49,92;222,38;3,95;0,88;0,00;49,92;223,25;6,65;1,48;0,00
2021_05_08 20:47:34;49,95;222,37;3,94;0,88;0,00;49,95;223,29;6,64;1,48;0,00
2021_05_08 20:47:39;49,96;222,37;3,97;0,88;0,00;49,96;223,23;6,64;1,48;-0,00
2021_05_08 20:47:44;49,99;222,45;3,95;0,88;0,00;49,99;223,36;6,65;1,48;0,01
2021_05_08 20:47:49;50,01;222,43;3,95;0,88;0,00;50,02;223,32;6,59;1,47;0,00
2021_05_08 20:47:54;50,03;222,64;3,95;0,88;-0,00;50,04;223,44;6,60;1,47;0,01
2021_05_08 20:47:59;50,05;222,45;3,97;0,88;0,00;50,05;223,39;6,64;1,48;-0,00
2021_05_08 20:48:04;50,05;222,51;3,94;0,88;0,00;50,05;223,38;6,64;1,48;-0,00
2021_05_08 20:48:09;50,05;222,39;3,96;0,88;0,00;50,05;223,23;6,64;1,48;0,01
2021_05_08 20:48:14;50,03;222,54;3,95;0,88;0,00;50,03;223,38;6,63;1,48;-0,00
2021_05_08 20:48:19;50,04;222,57;3,96;0,88;-0,00;50,04;223,44;6,62;1,48;0,00
2021_05_08 20:48:24;50,05;222,57;3,93;0,87;0,00;50,05;223,35;6,64;1,48;0,00
2021_05_08 20:48:29;50,06;222,69;3,95;0,88;-0,00;50,06;223,45;6,61;1,48;-0,01
2021_05_08 20:48:34;50,07;222,61;3,93;0,87;0,00;50,07;223,40;6,62;1,48;-0,00
2021_05_08 20:48:39;50,06;222,51;3,95;0,88;0,01;50,06;223,38;6,64;1,48;0,01
2021_05_08 20:48:44;50,06;222,51;3,95;0,88;0,00;50,06;223,36;6,64;1,48;0,01
2021_05_08 20:48:49;50,06;222,42;3,95;0,88;0,00;50,06;223,28;6,63;1,48;0,00
2021_05_08 20:48:54;50,05;222,65;3,92;0,87;0,01;50,05;223,47;6,63;1,48;0,01
2021_05_08 20:48:59;50,05;222,66;3,95;0,88;0,00;50,05;223,47;6,58;1,47;0,01
2021_05_08 20:49:04;50,02;222,64;3,93;0,87;0,00;50,02;223,47;6,59;1,47;-0,00
2021_05_08 20:49:09;50,03;222,64;3,93;0,87;0,00;50,03;223,53;6,61;1,48;0,00
2021_05_08 20:49:14;50,03;222,51;3,92;0,87;0,00;50,03;223,38;6,61;1,48;0,00
2021_05_08 20:49:19;50,02;222,52;3,94;0,88;0,00;50,02;223,41;6,61;1,48;0,00
2021_05_08 20:49:24;49,99;222,39;3,93;0,87;0,01;49,99;223,24;6,61;1,47;0,00
2021_05_08 20:49:29;49,98;222,52;3,94;0,87;0,00;49,98;223,34;6,59;1,47;0,00
2021_05_08 20:49:34;50,01;222,57;3,94;0,88;0,01;50,01;223,43;6,58;1,47;0,00
2021_05_08 20:49:39;50,02;222,52;3,94;0,88;0,00;50,02;223,40;6,61;1,47;-0,00
2021_05_08 20:49:44;50,02;222,60;3,95;0,88;0,00;50,02;223,46;6,61;1,47;0,00
2021_05_08 20:49:49;50,05;222,60;3,94;0,88;0,00;50,05;223,50;6,62;1,48;0,00
2021_05_08 20:49:54;50,05;222,62;3,94;0,88;0,00;50,05;223,45;6,61;1,48;0,00
2021_05_08 20:49:59;50,03;222,51;3,95;0,88;0,00;50,03;223,37;6,60;1,47;0,00
2021_05_08 20:50:04;50,01;222,66;3,94;0,87;0,00;50,01;223,54;6,58;1,47;0,01
2021_05_08 20:50:09;50,03;222,82;3,93;0,87;0,01;50,03;223,63;6,61;1,48;0,01
2021_05_08 20:50:14;50,06;222,58;3,94;0,88;0,00;50,06;223,50;6,60;1,47;-0,01
2021_05_08 20:50:19;50,04;222,55;3,94;0,87;0,00;50,04;223,43;6,61;1,48;0,01
2021_05_08 20:50:24;50,01;222,50;3,94;0,88;0,00;50,01;223,35;6,60;1,47;0,00
2021_05_08 20:50:29;49,99;222,51;3,93;0,87;0,00;49,99;223,41;6,59;1,47;0,01
2021_05_08 20:50:34;49,97;224,57;3,90;0,87;0,00;49,97;225,32;6,53;1,47;-0,00
2021_05_08 20:50:39;49,97;224,71;3,89;0,87;0,00;49,97;225,45;6,50;1,46;0,00
2021_05_08 20:50:44;49,98;224,67;3,90;0,87;0,00;49,98;225,26;6,21;1,40;0,01
2021_05_08 20:50:49;49,99;224,78;3,88;0,87;-0,00;49,99;225,50;6,50;1,46;0,00
2021_05_08 20:50:54;50,00;224,57;3,89;0,87;0,00;50,00;225,26;6,50;1,46;-0,00
2021_05_08 20:50:59;50,01;224,68;3,89;0,87;0,01;50,01;225,35;6,52;1,47;-0,00
2021_05_08 20:51:04;50,02;224,57;3,88;0,87;0,00;50,02;225,29;6,53;1,47;0,01
2021_05_08 20:51:09;50,03;224,57;3,89;0,87;0,00;50,03;225,29;6,53;1,47;-0,00
2021_05_08 20:51:14;50,06;224,69;3,88;0,87;0,00;50,06;225,43;6,50;1,46;0,01
2021_05_08 20:51:19;50,06;226,58;3,84;0,87;0,00;50,06;227,23;6,43;1,46;0,00
2021_05_08 20:51:24;50,06;226,74;3,85;0,87;0,00;50,06;227,38;6,43;1,46;0,01
2021_05_08 20:51:29;50,08;226,73;3,83;0,87;0,00;50,08;227,33;6,44;1,46;0,00
2021_05_08 20:51:34;50,07;226,60;3,84;0,87;0,01;50,07;227,18;6,45;1,46;0,01
2021_05_08 20:51:39;50,05;226,65;3,85;0,87;0,00;50,05;227,26;6,47;1,47;0,01
2021_05_08 20:51:44;50,07;226,70;3,84;0,87;0,00;50,07;227,29;6,48;1,47;-0,00
2021_05_08 20:51:49;50,08;226,71;3,83;0,87;0,01;50,08;227,31;6,44;1,46;0,01
2021_05_08 20:51:54;50,06;226,61;3,85;0,87;0,00;50,06;227,19;6,45;1,46;0,00
2021_05_08 20:51:59;50,05;226,70;3,85;0,87;0,00;50,05;227,32;6,46;1,47;0,00
2021_05_08 20:52:04;50,03;226,58;3,86;0,87;0,01;50,03;227,18;6,47;1,47;0,01
2021_05_08 20:52:09;50,00;226,50;3,85;0,87;0,00;50,00;227,05;6,47;1,47;0,01
2021_05_08 20:52:14;50,00;226,58;3,85;0,87;0,00;49,99;227,18;6,48;1,47;0,00
2021_05_08 20:52:19;49,99;226,57;3,86;0,87;0,00;49,99;227,12;6,44;1,46;0,00
2021_05_08 20:52:24;50,00;226,46;3,86;0,87;0,01;50,00;227,05;6,46;1,46;0,00
2021_05_08 20:52:29;50,00;226,59;3,85;0,87;0,01;50,00;227,11;6,48;1,47;0,00
2021_05_08 20:52:34;49,99;226,57;3,85;0,87;0,01;49,99;227,21;6,46;1,47;0,01
2021_05_08 20:52:39;49,98;226,54;3,86;0,87;0,00;49,98;227,13;6,46;1,46;0,01
2021_05_08 20:52:44;49,97;226,64;3,83;0,87;0,00;49,97;227,14;6,46;1,47;0,00
2021_05_08 20:52:49;49,96;226,52;3,84;0,87;0,00;49,96;227,10;6,45;1,46;0,01
2021_05_08 20:52:54;49,97;226,71;3,83;0,87;-0,00;49,98;227,21;6,45;1,46;0,00
2021_05_08 20:52:59;49,98;226,60;3,83;0,87;0,00;49,98;227,17;6,42;1,46;-0,00
2021_05_08 20:53:04;49,99;226,58;3,83;0,86;0,00;49,99;227,14;6,41;1,45;0,00
2021_05_08 20:53:09;49,98;226,59;3,83;0,87;0,00;49,98;227,13;6,44;1,46;0,00
2021_05_08 20:53:14;49,96;226,63;3,83;0,87;0,01;49,96;227,17;6,43;1,46;0,01
2021_05_08 20:53:19;49,96;226,59;3,84;0,87;0,01;49,96;227,13;6,43;1,46;0,01
2021_05_08 20:53:24;49,97;226,63;3,82;0,86;0,00;49,97;227,18;6,43;1,46;0,00
2021_05_08 20:53:29;49,99;226,62;3,81;0,86;0,01;49,99;227,15;6,38;1,45;0,01
2021_05_08 20:53:34;50,01;226,66;3,83;0,87;0,00;50,01;227,21;6,37;1,45;0,01
2021_05_08 20:53:39;50,03;226,67;3,81;0,86;0,00;50,03;227,21;6,39;1,45;-0,00
2021_05_08 20:53:44;50,01;226,50;3,83;0,87;0,01;50,01;227,05;6,42;1,46;0,01
2021_05_08 20:53:49;49,98;226,63;3,82;0,86;0,01;49,98;227,16;6,42;1,46;0,01
2021_05_08 20:53:54;49,97;226,69;3,81;0,86;0,01;49,97;227,21;6,41;1,45;0,01
2021_05_08 20:53:59;49,97;226,67;3,81;0,86;0,01;49,97;227,22;6,37;1,45;0,01
2021_05_08 20:54:04;49,97;226,65;3,82;0,86;0,00;49,97;227,21;6,39;1,45;0,00
2021_05_08 20:54:09;49,99;226,76;3,81;0,86;0,00;49,99;227,33;6,40;1,45;0,01
2021_05_08 20:54:14;50,00;226,73;3,80;0,86;0,00;50,00;227,29;6,40;1,45;0,00
2021_05_08 20:54:19;50,01;224,74;3,84;0,86;-0,00;50,01;225,41;6,45;1,45;0,00
2021_05_08 20:54:24;50,00;224,64;3,85;0,86;0,00;50,00;225,29;6,45;1,45;0,00
2021_05_08 20:54:29;49,98;224,67;3,85;0,86;0,00;49,98;225,35;6,43;1,45;0,01
2021_05_08 20:54:34;49,96;224,64;3,85;0,86;0,00;49,96;225,32;6,44;1,45;0,00
2021_05_08 20:54:39;49,97;224,59;3,84;0,86;0,00;49,97;225,27;6,44;1,45;0,00
2021_05_08 20:54:44;49,98;224,61;3,85;0,86;0,00;49,98;225,34;6,45;1,45;0,01
2021_05_08 20:54:49;49,99;224,72;3,84;0,86;0,00;49,99;225,41;6,45;1,45;0,00
2021_05_08 20:54:54;49,99;224,68;3,85;0,86;0,00;49,99;225,38;6,45;1,45;0,01
2021_05_08 20:54:59;49,97;224,61;3,84;0,86;0,00;49,97;225,31;6,43;1,45;0,00
2021_05_08 20:55:04;49,96;224,63;3,83;0,86;0,00;49,96;225,35;6,43;1,45;0,00
2021_05_08 20:55:09;49,94;224,57;3,86;0,86;0,00;49,94;225,26;6,42;1,44;0,00
2021_05_08 20:55:14;49,94;224,54;3,85;0,86;0,00;49,94;225,24;6,41;1,44;-0,01
2021_05_08 20:55:19;49,94;224,51;3,83;0,86;0,00;49,94;225,20;6,42;1,45;0,00
2021_05_08 20:55:24;49,97;224,67;3,83;0,86;0,00;49,97;225,36;6,43;1,45;-0,00
2021_05_08 20:55:29;49,97;224,62;3,81;0,85;0,00;49,97;225,33;6,43;1,45;0,01
2021_05_08 20:55:34;49,95;224,47;3,82;0,85;0,00;49,95;225,17;6,43;1,45;0,01
2021_05_08 20:55:39;49,93;224,49;3,81;0,85;0,01;49,93;225,17;6,41;1,44;0,01
2021_05_08 20:55:44;49,91;224,52;3,82;0,86;0,01;49,91;225,24;6,42;1,44;0,00
2021_05_08 20:55:49;49,94;224,60;3,82;0,86;0,00;49,94;225,31;6,40;1,44;-0,00
2021_05_08 20:55:54;49,96;224,59;3,84;0,86;0,00;49,96;225,34;6,41;1,44;-0,00
2021_05_08 20:55:59;49,98;224,61;3,83;0,86;0,00;49,98;225,33;6,41;1,44;0,00
2021_05_08 20:56:04;49,98;224,56;3,84;0,86;0,00;49,98;225,23;6,39;1,44;0,00
2021_05_08 20:56:09;49,97;224,48;3,83;0,86;0,01;49,97;225,16;6,38;1,44;0,01
2021_05_08 20:56:14;49,97;224,66;3,81;0,85;0,00;49,97;225,38;6,37;1,43;0,01
2021_05_08 20:56:19;49,98;224,60;3,80;0,85;0,00;49,98;225,31;6,39;1,44;0,01
2021_05_08 20:56:24;50,00;224,55;3,83;0,86;0,00;50,00;225,26;6,40;1,44;-0,00
2021_05_08 20:56:29;50,00;224,60;3,81;0,85;0,00;50,00;225,30;6,40;1,44;0,00
2021_05_08 20:56:34;49,98;224,32;3,82;0,85;0,00;49,98;225,08;6,39;1,44;0,01
2021_05_08 20:56:39;49,94;224,45;3,81;0,85;0,00;49,94;225,17;6,36;1,43;0,01
2021_05_08 20:56:44;49,91;224,48;3,82;0,85;0,00;49,91;225,17;6,38;1,44;-0,00
2021_05_08 20:56:49;49,92;224,44;3,81;0,85;0,00;49,92;225,19;6,38;1,44;0,00
2021_05_08 20:56:54;49,95;224,48;3,80;0,85;0,00;49,95;225,22;6,33;1,43;-0,00
2021_05_08 20:56:59;49,95;224,44;3,79;0,85;0,00;49,95;225,13;6,37;1,43;0,00
2021_05_08 20:57:04;49,94;224,52;3,81;0,85;0,00;49,94;225,23;6,37;1,43;0,00
2021_05_08 20:57:09;49,93;224,43;3,80;0,85;0,00;49,93;225,13;6,36;1,43;0,00
2021_05_08 20:57:14;49,93;224,51;3,80;0,85;0,01;49,93;225,19;6,36;1,43;0,00
2021_05_08 20:57:19;49,92;224,40;3,81;0,85;0,00;49,92;225,11;6,35;1,43;0,01
2021_05_08 20:57:24;49,94;224,51;3,79;0,85;0,00;49,94;225,21;6,35;1,43;0,00
2021_05_08 20:57:29;49,94;224,42;3,79;0,85;0,00;49,94;225,19;6,35;1,43;0,01
2021_05_08 20:57:34;49,93;224,50;3,79;0,85;0,00;49,93;225,26;6,33;1,43;0,01
2021_05_08 20:57:39;49,94;224,55;3,79;0,85;0,00;49,94;225,30;6,34;1,43;0,01
2021_05_08 20:57:44;49,93;224,46;3,79;0,85;0,00;49,94;225,19;6,34;1,43;0,00
2021_05_08 20:57:49;49,94;224,48;3,79;0,85;0,00;49,94;225,24;6,34;1,43;0,00
2021_05_08 20:57:54;49,95;224,48;3,80;0,85;0,00;49,95;225,24;6,33;1,43;0,00
2021_05_08 20:57:59;49,94;224,50;3,79;0,85;-0,00;49,94;225,20;6,33;1,42;-0,00
2021_05_08 20:58:04;49,95;224,57;3,80;0,85;0,00;49,95;225,21;6,32;1,42;0,00
2021_05_08 20:58:09;49,95;224,61;3,79;0,85;0,01;49,95;225,23;6,35;1,43;0,01
2021_05_08 20:58:14;49,91;224,41;3,81;0,85;0,00;49,91;225,08;6,32;1,42;0,00
2021_05_08 20:58:19;49,89;224,47;3,81;0,85;0,00;49,89;225,20;6,34;1,43;0,01
2021_05_08 20:58:24;49,89;224,35;3,80;0,85;0,00;49,89;225,05;6,34;1,42;0,00
2021_05_08 20:58:29;49,89;224,26;3,80;0,85;0,01;49,89;224,96;6,33;1,42;0,00
2021_05_08 20:58:34;49,88;224,37;3,80;0,85;0,00;49,88;225,08;6,31;1,42;-0,00
2021_05_08 20:58:39;49,88;224,33;3,81;0,85;0,00;49,88;225,00;6,35;1,43;0,01
2021_05_08 20:58:44;49,87;224,46;3,78;0,85;0,00;49,87;225,12;6,34;1,43;0,00
2021_05_08 20:58:49;49,89;222,54;3,77;0,84;0,00;49,89;223,60;6,37;1,42;0,00
2021_05_08 20:58:54;49,91;222,40;3,82;0,85;0,00;49,91;223,20;6,40;1,43;-0,00
2021_05_08 20:58:59;49,91;222,35;3,81;0,84;0,00;49,91;223,17;6,39;1,42;0,00
2021_05_08 20:59:04;49,88;222,35;3,81;0,84;0,01;49,88;223,18;6,37;1,42;0,00
2021_05_08 20:59:09;49,88;222,41;3,83;0,85;0,00;49,88;223,22;6,37;1,42;-0,00
2021_05_08 20:59:14;49,91;222,35;3,83;0,85;0,00;49,91;223,15;6,38;1,42;0,00
2021_05_08 20:59:19;49,91;222,39;3,81;0,84;0,00;49,91;223,14;6,38;1,42;0,01
2021_05_08 20:59:24;49,91;222,25;3,80;0,84;0,00;49,91;223,08;6,38;1,42;0,00
2021_05_08 20:59:29;49,92;222,25;3,80;0,84;0,00;49,92;223,06;6,37;1,42;0,00
2021_05_08 20:59:34;49,91;222,20;3,81;0,84;0,00;49,91;223,07;6,34;1,41;0,00
2021_05_08 20:59:39;49,91;222,22;3,79;0,84;0,00;49,91;223,02;6,36;1,42;0,00
2021_05_08 20:59:44;49,91;222,16;3,80;0,84;0,00;49,91;222,95;6,36;1,42;0,00
2021_05_08 20:59:49;49,92;222,23;3,79;0,84;0,00;49,92;222,99;6,35;1,42;-0,00
2021_05_08 20:59:54;49,95;222,15;3,79;0,84;0,00;49,95;222,95;6,34;1,41;0,00
2021_05_08 20:59:59;49,96;222,25;3,81;0,85;0,00;49,96;223,07;6,37;1,42;0,00
2021_05_08 21:00:04;49,96;222,27;3,79;0,84;0,00;49,96;223,05;6,35;1,42;0,01
2021_05_08 21:00:09;49,95;222,18;3,79;0,84;0,00;49,95;222,95;6,34;1,41;0,00
2021_05_08 21:00:14;49,93;224,28;3,77;0,84;0,00;49,93;224,85;6,28;1,41;0,00
2021_05_08 21:00:19;49,92;224,25;3,74;0,84;0,00;49,92;224,87;6,29;1,41;0,00
2021_05_08 21:00:24;49,90;224,09;3,75;0,84;0,00;49,90;224,70;6,30;1,41;-0,00
2021_05_08 21:00:29;49,88;224,11;3,75;0,84;-0,00;49,88;224,78;6,30;1,41;0,00
2021_05_08 21:00:34;49,92;224,21;3,75;0,84;-0,00;49,92;224,86;6,29;1,41;-0,00
2021_05_08 21:00:39;49,94;224,14;3,76;0,84;0,00;49,94;224,78;6,28;1,41;-0,00
2021_05_08 21:00:44;49,95;224,23;3,74;0,84;0,00;49,95;224,83;6,28;1,41;0,01
2021_05_08 21:00:49;49,94;224,20;3,69;0,82;-0,01;49,94;224,85;6,30;1,42;0,00
2021_05_08 21:00:54;49,94;224,33;3,74;0,84;0,00;49,94;224,93;6,28;1,41;0,00
2021_05_08 21:00:59;49,94;224,06;3,76;0,84;0,01;49,94;224,72;6,28;1,41;0,01
2021_05_08 21:01:04;49,93;224,22;3,76;0,84;0,00;49,93;224,82;6,28;1,41;0,01
2021_05_08 21:01:09;49,93;224,20;3,75;0,84;0,00;49,93;224,82;6,28;1,41;0,01
2021_05_08 21:01:14;49,95;224,18;3,74;0,84;0,00;49,95;224,84;6,26;1,41;-0,00
2021_05_08 21:01:19;49,97;224,27;3,74;0,84;0,00;49,97;224,86;6,28;1,41;0,00
2021_05_08 21:01:24;49,97;224,20;3,75;0,84;-0,00;49,97;224,85;6,28;1,41;0,00
2021_05_08 21:01:29;49,96;224,15;3,75;0,84;-0,00;49,96;224,76;6,27;1,41;0,00
2021_05_08 21:01:34;49,94;223,97;3,75;0,84;0,01;49,94;224,67;6,28;1,41;0,01
2021_05_08 21:01:39;49,92;224,18;3,74;0,84;0,01;49,92;224,78;6,27;1,41;0,01
2021_05_08 21:01:44;49,93;224,26;3,74;0,84;0,00;49,93;224,89;6,25;1,41;0,00
2021_05_08 21:01:49;49,94;224,28;3,75;0,84;0,00;49,94;224,91;6,27;1,41;0,01
2021_05_08 21:01:54;49,93;224,25;3,75;0,84;0,01;49,93;224,82;6,26;1,41;0,00
2021_05_08 21:01:59;49,93;224,22;3,75;0,84;0,00;49,93;224,89;6,26;1,41;0,01
2021_05_08 21:02:04;49,87;223,98;3,74;0,84;0,00;49,87;224,72;6,26;1,41;0,01
2021_05_08 21:02:09;49,85;224,16;3,74;0,84;0,00;49,85;224,79;6,25;1,40;0,01
2021_05_08 21:02:14;49,87;224,13;3,73;0,83;0,01;49,87;224,84;6,26;1,41;0,00
2021_05_08 21:02:19;49,88;224,28;3,75;0,84;0,01;49,88;224,90;6,22;1,40;0,00
2021_05_08 21:02:24;49,89;224,25;3,73;0,83;0,00;49,89;224,85;6,22;1,40;0,00
2021_05_08 21:02:29;49,89;224,29;3,73;0,83;0,00;49,89;224,91;6,26;1,41;0,00
2021_05_08 21:02:34;49,92;224,27;3,74;0,84;0,00;49,92;224,97;6,23;1,40;0,00
2021_05_08 21:02:39;49,90;224,20;3,71;0,83;0,00;49,90;224,84;6,23;1,40;0,00
2021_05_08 21:02:44;49,86;224,20;3,71;0,83;0,00;49,86;224,71;5,71;1,28;0,01
2021_05_08 21:02:49;49,86;224,31;3,72;0,83;0,00;49,86;224,98;6,23;1,40;0,00
2021_05_08 21:02:54;49,88;224,33;3,72;0,83;0,01;49,88;224,99;6,23;1,40;0,01
2021_05_08 21:02:59;49,87;224,09;3,73;0,83;0,01;49,87;224,72;6,23;1,40;0,01
2021_05_08 21:03:04;49,85;224,18;3,73;0,83;0,00;49,85;224,81;6,17;1,39;0,01
2021_05_08 21:03:09;49,84;224,22;3,71;0,83;0,00;49,84;224,86;6,24;1,40;-0,00
2021_05_08 21:03:14;49,86;222,34;3,75;0,83;0,00;49,86;223,21;6,25;1,39;0,01
2021_05_08 21:03:19;49,85;222,09;3,77;0,83;0,01;49,85;222,88;6,26;1,39;0,00
2021_05_08 21:03:24;49,87;222,37;3,76;0,83;-0,00;49,87;223,15;6,26;1,40;0,00
2021_05_08 21:03:29;49,89;222,31;3,75;0,83;0,00;49,88;223,04;6,21;1,38;0,01
2021_05_08 21:03:34;49,90;222,29;3,74;0,83;0,00;49,90;223,12;6,20;1,38;0,01
2021_05_08 21:03:39;49,89;222,24;3,73;0,83;0,00;49,89;223,07;6,25;1,39;0,01
2021_05_08 21:03:44;49,88;222,42;3,75;0,83;0,00;49,88;223,16;6,24;1,39;0,00
2021_05_08 21:03:49;49,87;222,34;3,75;0,83;0,00;49,87;223,20;6,25;1,39;0,00
2021_05_08 21:03:54;49,87;222,42;3,72;0,83;0,01;49,87;223,17;6,24;1,39;0,00
2021_05_08 21:03:59;49,87;222,23;3,73;0,83;0,00;49,87;223,08;6,22;1,39;0,01
2021_05_08 21:04:04;49,87;222,23;3,73;0,83;0,01;49,87;223,07;6,24;1,39;0,01
2021_05_08 21:04:09;49,87;222,33;3,72;0,82;0,01;49,87;223,12;6,22;1,39;0,01
2021_05_08 21:04:14;49,85;222,10;3,74;0,83;0,00;49,85;222,91;6,22;1,38;0,00
2021_05_08 21:04:19;49,85;222,24;3,72;0,83;0,00;49,85;223,05;6,24;1,39;0,00
2021_05_08 21:04:24;49,86;222,30;3,73;0,83;0,00;49,86;223,10;6,23;1,39;0,00
2021_05_08 21:04:29;49,89;222,29;3,73;0,83;0,00;49,89;223,10;6,22;1,39;0,00
2021_05_08 21:04:34;49,93;222,31;3,73;0,83;0,00;49,93;222,79;6,23;1,39;0,00
2021_05_08 21:04:39;49,93;222,24;3,71;0,82;0,00;49,93;222,68;6,21;1,38;0,01
2021_05_08 21:04:44;49,93;222,28;3,73;0,83;0,01;49,93;223,04;6,17;1,38;0,00
2021_05_08 21:04:49;49,92;224,43;3,70;0,83;0,01;49,92;225,10;6,16;1,39;0,00
2021_05_08 21:04:54;49,91;224,36;3,68;0,82;0,00;49,90;225,05;6,16;1,39;0,00
2021_05_08 21:04:59;49,91;224,38;3,69;0,82;0,01;49,91;225,04;6,16;1,38;0,00
2021_05_08 21:05:04;49,89;224,25;3,69;0,82;0,01;49,89;224,92;6,17;1,39;0,01
2021_05_08 21:05:09;49,89;224,34;3,69;0,82;0,00;49,89;224,98;6,13;1,38;0,00
2021_05_08 21:05:14;49,90;224,35;3,69;0,83;0,00;49,90;224,96;6,13;1,38;0,00
2021_05_08 21:05:19;49,91;224,35;3,69;0,83;0,00;49,91;225,00;6,15;1,38;0,00
2021_05_08 21:05:24;49,89;224,19;3,67;0,82;0,00;49,89;224,86;6,14;1,38;0,00
2021_05_08 21:05:29;49,87;224,33;3,67;0,82;0,00;49,87;224,97;6,14;1,38;0,00
2021_05_08 21:05:34;49,87;224,30;3,67;0,82;0,00;49,87;224,98;6,14;1,38;0,00
2021_05_08 21:05:39;49,88;224,39;3,67;0,82;0,01;49,88;224,99;6,11;1,37;0,00
2021_05_08 21:05:44;49,88;224,31;3,67;0,82;0,00;49,88;224,93;6,10;1,37;0,00
2021_05_08 21:05:49;49,88;224,35;3,65;0,82;0,00;49,88;225,03;6,15;1,38;0,00
2021_05_08 21:05:54;49,88;224,29;3,67;0,82;0,00;49,88;224,95;6,14;1,38;-0,00
2021_05_08 21:05:59;49,86;224,30;3,65;0,82;0,00;49,86;224,97;6,13;1,38;0,00
2021_05_08 21:06:04;49,87;224,28;3,67;0,82;0,00;49,87;224,93;6,15;1,38;0,01
2021_05_08 21:06:09;49,88;224,38;3,66;0,82;0,00;49,88;225,00;6,11;1,37;-0,00
2021_05_08 21:06:14;49,90;224,25;3,67;0,82;0,00;49,90;224,89;6,09;1,37;0,00
2021_05_08 21:06:19;49,91;224,38;3,67;0,82;0,00;49,91;225,03;6,13;1,38;0,00
2021_05_08 21:06:24;49,91;224,30;3,68;0,82;0,00;49,90;224,93;6,13;1,38;0,00
2021_05_08 21:06:29;49,88;224,16;3,67;0,82;0,00;49,88;224,85;6,13;1,38;0,00
2021_05_08 21:06:34;49,87;224,25;3,69;0,83;0,00;49,87;224,99;6,13;1,38;0,01
2021_05_08 21:06:39;49,87;224,19;3,68;0,82;0,00;49,87;224,83;6,12;1,37;0,00
2021_05_08 21:06:44;49,86;224,22;3,67;0,82;0,00;49,86;224,92;6,14;1,38;0,00
2021_05_08 21:06:49;49,86;224,29;3,66;0,82;0,00;49,86;224,89;6,08;1,37;0,00
2021_05_08 21:06:54;49,91;224,44;3,67;0,82;0,00;49,91;225,06;6,07;1,36;0,00
2021_05_08 21:06:59;49,92;224,30;3,66;0,82;0,00;49,92;225,05;6,13;1,38;0,00
2021_05_08 21:07:04;49,89;224,31;3,66;0,82;0,01;49,89;225,05;6,13;1,38;0,00
2021_05_08 21:07:09;49,87;224,36;3,65;0,82;0,00;49,87;225,07;6,13;1,38;0,00
2021_05_08 21:07:14;49,87;224,18;3,66;0,82;0,00;49,87;224,93;6,12;1,38;0,00
2021_05_08 21:07:19;49,87;224,25;3,67;0,82;0,00;49,87;224,97;6,08;1,36;0,00
2021_05_08 21:07:24;49,91;224,33;3,66;0,82;-0,00;49,91;225,01;6,08;1,36;0,00
2021_05_08 21:07:29;49,92;224,21;3,67;0,82;0,00;49,92;224,93;6,11;1,37;0,00
2021_05_08 21:07:34;49,92;224,26;3,66;0,82;0,00;49,92;225,00;6,11;1,37;-0,00
2021_05_08 21:07:39;49,89;224,21;3,66;0,82;0,00;49,89;224,95;6,11;1,37;0,01
2021_05_08 21:07:44;49,87;224,20;3,67;0,82;0,01;49,87;224,94;6,09;1,37;0,00
2021_05_08 21:07:49;49,86;224,18;3,65;0,82;0,00;49,86;224,95;6,07;1,36;0,00
2021_05_08 21:07:54;49,87;224,28;3,64;0,81;0,00;49,87;224,66;6,05;1,36;0,00
2021_05_08 21:07:59;49,87;224,15;3,67;0,82;0,01;49,87;224,60;6,10;1,37;0,00
2021_05_08 21:08:04;49,87;224,18;3,66;0,82;0,00;49,88;224,98;6,08;1,37;0,00
2021_05_08 21:08:09;49,87;224,05;3,64;0,81;0,00;49,87;224,84;6,08;1,37;0,00
2021_05_08 21:08:14;49,85;224,25;3,63;0,81;0,00;49,85;224,97;6,07;1,36;0,00
2021_05_08 21:08:19;49,85;224,21;3,64;0,81;0,00;49,85;224,94;6,03;1,35;0,00
2021_05_08 21:08:24;49,86;224,27;3,65;0,82;0,00;49,86;225,01;6,01;1,35;0,00
2021_05_08 21:08:29;49,86;224,35;3,63;0,81;0,00;49,86;225,06;6,06;1,36;0,00
2021_05_08 21:08:34;49,85;224,45;3,62;0,81;0,00;49,85;225,18;6,05;1,36;0,00
2021_05_08 21:08:39;49,86;224,51;3,62;0,81;0,00;49,86;225,25;6,05;1,36;0,01
2021_05_08 21:08:44;49,88;224,38;3,62;0,81;0,00;49,88;225,11;6,04;1,36;0,00
2021_05_08 21:08:49;49,88;224,38;3,60;0,81;0,00;49,88;225,09;6,04;1,36;0,01
