TimeStamp;FrequencyInvert3(Hz);VoltageInvert3(V);CurrentInvert3(A);ActivePowerInvert3(W);ReactivePowerInvert3(VAr);FrequencyInvert4(Hz);VoltageInvert4(V);CurrentInvert4(A);ActivePowerInvert4(W);ReactivePowerInvert4(VAr);FrequencyInvert5(Hz);VoltageInvert5(V);CurrentInvert5(A);ActivePowerInvert5(W);ReactivePowerInvert5(VAr);FrequencyInvert6(Hz);VoltageInvert6(V);CurrentInvert6(A);ActivePowerInvert6(W);ReactivePowerInvert6(VAr)
2021_05_08 00:11:49;50,10;224,42;0,13;-0,00;0,03;50,10;225,16;0,13;-0,00;0,03;50,10;225,36;0,13;-0,00;0,03;50,10;224,42;0,13;-0,00;0,03
2021_05_08 00:11:54;50,11;224,31;0,13;-0,00;0,03;50,11;225,08;0,13;-0,00;0,03;50,11;225,30;0,13;-0,00;0,03;50,11;224,33;0,13;-0,00;0,03
2021_05_08 00:11:59;50,10;224,25;0,13;-0,00;0,03;50,10;225,03;0,13;-0,00;0,03;50,10;225,24;0,13;-0,00;0,03;50,10;224,25;0,13;-0,00;0,03
2021_05_08 00:12:04;50,06;224,33;0,13;-0,00;0,03;50,06;225,06;0,13;-0,00;0,03;50,06;225,27;0,13;-0,00;0,03;50,06;224,33;0,13;-0,00;0,03
2021_05_08 00:12:09;50,04;224,40;0,13;-0,00;0,03;50,04;225,12;0,13;-0,00;0,03;50,04;225,33;0,13;-0,00;0,03;50,04;224,40;0,13;-0,00;0,03
2021_05_08 00:12:14;50,02;224,31;0,13;-0,00;0,03;50,02;225,04;0,13;-0,00;0,03;50,02;225,20;0,13;-0,00;0,03;50,02;224,31;0,13;-0,00;0,03
2021_05_08 00:12:19;50,02;224,22;0,13;-0,00;0,03;50,02;224,98;0,13;-0,00;0,03;50,02;225,16;0,13;-0,00;0,03;50,02;224,22;0,13;-0,00;0,03
2021_05_08 00:12:24;50,02;224,37;0,13;-0,00;0,03;50,02;225,10;0,13;-0,00;0,03;50,02;225,27;0,13;-0,00;0,03;50,02;224,37;0,13;-0,00;0,03
2021_05_08 00:12:29;50,03;224,39;0,13;-0,00;0,03;50,03;225,13;0,13;-0,00;0,03;50,03;225,31;0,13;-0,00;0,03;50,03;224,39;0,13;-0,00;0,03
2021_05_08 00:12:34;50,05;224,29;0,13;-0,00;0,03;50,05;225,07;0,13;-0,00;0,03;50,04;225,25;0,13;-0,00;0,03;50,04;224,29;0,13;-0,00;0,03
2021_05_08 00:12:39;50,04;224,29;0,13;-0,00;0,03;50,04;225,02;0,13;-0,00;0,03;50,04;225,23;0,13;-0,00;0,03;50,04;224,29;0,13;-0,00;0,03
2021_05_08 00:12:44;50,04;224,40;0,13;-0,00;0,03;50,04;225,13;0,13;-0,00;0,03;50,04;225,36;0,13;-0,00;0,03;50,04;224,40;0,13;-0,00;0,03
2021_05_08 00:12:49;50,05;224,28;0,13;-0,00;0,03;50,05;224,98;0,13;-0,00;0,03;50,05;225,18;0,13;-0,00;0,03;50,05;224,28;0,13;-0,00;0,03
2021_05_08 00:12:54;50,05;224,34;0,13;-0,00;0,03;50,05;225,07;0,13;-0,00;0,03;50,04;225,28;0,13;-0,00;0,03;50,04;224,34;0,13;-0,00;0,03
2021_05_08 00:12:59;50,05;224,30;0,13;-0,00;0,03;50,05;225,04;0,13;-0,00;0,03;50,05;225,23;0,13;-0,00;0,03;50,05;224,31;0,13;-0,00;0,03
2021_05_08 00:13:04;50,07;224,29;0,13;-0,00;0,03;50,07;225,03;0,13;-0,00;0,03;50,06;225,21;0,13;-0,00;0,03;50,07;224,34;0,13;-0,00;0,03
2021_05_08 00:13:09;50,07;224,25;0,13;-0,00;0,03;50,07;225,03;0,13;-0,00;0,03;50,07;225,22;0,13;-0,00;0,03;50,07;224,26;0,13;-0,00;0,03
2021_05_08 00:13:14;50,05;224,20;0,13;-0,00;0,03;50,05;224,98;0,13;-0,00;0,03;50,05;225,16;0,13;-0,00;0,03;50,05;224,26;0,13;-0,00;0,03
2021_05_08 00:13:19;50,04;224,43;0,13;-0,00;0,03;50,04;225,17;0,13;-0,00;0,03;50,04;225,41;0,13;-0,00;0,03;50,04;224,38;0,13;-0,00;0,03
2021_05_08 00:13:24;50,05;224,35;0,13;-0,00;0,03;50,05;225,07;0,13;-0,00;0,03;50,05;225,30;0,13;-0,00;0,03;50,05;224,32;0,13;-0,00;0,03
2021_05_08 00:13:29;50,04;224,34;0,13;-0,00;0,03;50,04;225,08;0,13;-0,00;0,03;50,04;225,28;0,13;-0,00;0,03;50,04;224,43;0,13;-0,00;0,03
2021_05_08 00:13:34;50,05;224,41;0,13;-0,00;0,03;50,05;225,12;0,13;-0,00;0,03;50,05;225,35;0,13;-0,00;0,03;50,05;224,38;0,13;-0,00;0,03
2021_05_08 00:13:39;50,06;224,42;0,13;-0,00;0,03;50,06;225,14;0,13;-0,00;0,03;50,06;225,32;0,13;-0,00;0,03;50,06;224,42;0,13;-0,00;0,03
2021_05_08 00:13:44;50,05;224,29;0,13;-0,00;0,03;50,05;225,00;0,13;-0,00;0,03;50,05;225,23;0,13;-0,00;0,03;50,05;224,27;0,13;-0,00;0,03
2021_05_08 00:13:49;50,03;224,33;0,13;-0,00;0,03;50,03;225,07;0,13;-0,00;0,03;50,03;225,30;0,13;-0,00;0,03;50,03;224,33;0,13;-0,00;0,03
2021_05_08 00:13:54;50,02;224,29;0,13;-0,00;0,03;50,02;225,06;0,13;-0,00;0,03;50,02;225,28;0,13;-0,00;0,03;50,02;224,34;0,13;-0,00;0,03
2021_05_08 00:13:59;50,01;224,29;0,13;-0,00;0,03;50,01;225,04;0,13;-0,00;0,03;50,01;225,30;0,13;-0,00;0,03;50,01;224,31;0,13;-0,00;0,03
2021_05_08 00:14:04;50,00;224,32;0,13;-0,00;0,03;50,00;225,06;0,13;-0,00;0,03;50,01;225,29;0,13;-0,00;0,03;50,01;224,31;0,13;-0,00;0,03
2021_05_08 00:14:09;50,00;224,21;0,13;-0,00;0,03;50,00;224,96;0,13;-0,00;0,03;50,00;225,17;0,13;-0,00;0,03;50,00;224,13;0,13;-0,00;0,03
2021_05_08 00:14:14;50,00;224,30;0,13;-0,00;0,03;50,00;225,03;0,13;-0,00;0,03;50,00;225,29;0,13;-0,00;0,03;50,00;224,31;0,13;-0,00;0,03
2021_05_08 00:14:19;50,00;224,37;0,13;-0,00;0,03;50,00;225,09;0,13;-0,00;0,03;50,00;225,29;0,13;-0,00;0,03;50,00;224,36;0,13;-0,00;0,03
2021_05_08 00:14:24;50,01;224,35;0,13;-0,00;0,03;50,01;225,06;0,13;-0,00;0,03;50,02;225,28;0,13;-0,00;0,03;50,02;224,32;0,13;-0,00;0,03
2021_05_08 00:14:29;50,02;224,34;0,13;-0,00;0,03;50,02;225,11;0,13;-0,00;0,03;50,02;225,32;0,13;-0,00;0,03;50,02;224,37;0,13;-0,00;0,03
2021_05_08 00:14:34;50,01;224,26;0,13;-0,00;0,03;50,01;225,01;0,13;-0,00;0,03;50,01;225,25;0,13;-0,00;0,03;50,01;224,29;0,13;-0,00;0,03
2021_05_08 00:14:39;50,01;224,32;0,13;-0,00;0,03;50,00;225,15;0,13;-0,00;0,03;50,00;225,33;0,13;-0,00;0,03;50,00;224,34;0,13;-0,00;0,03
2021_05_08 00:14:44;50,01;224,38;0,13;-0,00;0,03;50,01;225,14;0,13;-0,00;0,03;50,01;225,35;0,13;-0,00;0,03;50,01;224,35;0,13;-0,00;0,03
2021_05_08 00:14:49;50,03;224,35;0,13;-0,00;0,03;50,03;225,08;0,13;-0,00;0,03;50,03;225,34;0,13;-0,00;0,03;50,03;224,35;0,13;-0,00;0,03
2021_05_08 00:14:54;50,04;224,28;0,13;-0,00;0,03;50,04;225,05;0,13;-0,00;0,03;50,04;225,26;0,13;-0,00;0,03;50,04;224,27;0,13;-0,00;0,03
2021_05_08 00:14:59;50,03;224,25;0,13;-0,00;0,03;50,03;224,99;0,13;-0,00;0,03;50,03;225,22;0,13;-0,00;0,03;50,03;224,24;0,13;-0,00;0,03
2021_05_08 00:15:04;50,03;224,39;0,13;-0,00;0,03;50,03;225,14;0,13;-0,00;0,03;50,02;225,37;0,13;-0,00;0,03;50,02;224,42;0,13;-0,00;0,03
2021_05_08 00:15:09;50,03;224,42;0,13;-0,00;0,03;50,03;225,16;0,13;-0,00;0,03;50,03;225,33;0,13;-0,00;0,03;50,03;224,37;0,13;-0,00;0,03
2021_05_08 00:15:14;50,03;224,43;0,13;-0,00;0,03;50,03;225,20;0,13;-0,00;0,03;50,03;225,38;0,13;-0,00;0,03;50,03;224,43;0,13;-0,00;0,03
2021_05_08 00:15:19;50,03;224,37;0,13;-0,00;0,03;50,03;225,15;0,13;-0,00;0,03;50,03;225,30;0,13;-0,00;0,03;50,03;224,32;0,13;-0,00;0,03
2021_05_08 00:15:24;50,01;224,18;0,13;-0,00;0,03;50,01;224,95;0,13;-0,00;0,03;50,01;225,17;0,13;-0,00;0,03;50,01;224,17;0,13;-0,00;0,03
2021_05_08 00:15:29;49,99;224,31;0,13;-0,00;0,03;49,99;225,08;0,13;-0,00;0,03;49,99;225,29;0,13;-0,00;0,03;49,99;224,32;0,13;-0,00;0,03
2021_05_08 00:15:34;49,97;224,24;0,13;-0,00;0,03;49,97;225,03;0,13;-0,00;0,03;49,97;225,24;0,13;-0,00;0,03;49,97;224,23;0,13;-0,00;0,03
2021_05_08 00:15:39;49,97;224,28;0,13;-0,00;0,03;49,97;225,03;0,13;-0,00;0,03;49,97;225,26;0,13;-0,00;0,03;49,97;224,31;0,13;-0,00;0,03
2021_05_08 00:15:44;49,98;224,36;0,13;-0,00;0,03;49,98;225,12;0,13;-0,00;0,03;49,98;225,31;0,13;-0,00;0,03;49,98;224,32;0,13;-0,00;0,03
2021_05_08 00:15:49;49,99;224,27;0,13;-0,00;0,03;49,99;225,01;0,13;-0,00;0,03;49,99;225,28;0,13;-0,00;0,03;49,99;224,34;0,13;-0,00;0,03
2021_05_08 00:15:54;50,05;224,40;0,13;-0,00;0,03;50,05;225,16;0,13;-0,00;0,03;50,04;225,38;0,13;-0,00;0,03;50,04;224,43;0,13;-0,00;0,03
2021_05_08 00:15:59;50,05;224,34;0,13;-0,00;0,03;50,05;225,15;0,13;-0,00;0,03;50,05;225,32;0,13;-0,00;0,03;50,05;224,36;0,13;-0,00;0,03
2021_05_08 00:16:04;50,06;224,33;0,13;-0,00;0,03;50,06;225,15;0,13;-0,00;0,03;50,05;225,34;0,13;-0,00;0,03;50,05;224,36;0,13;-0,00;0,03
2021_05_08 00:16:09;50,05;224,37;0,13;-0,00;0,03;50,05;225,13;0,13;-0,00;0,03;50,05;225,35;0,13;-0,00;0,03;50,05;224,37;0,13;-0,00;0,03
2021_05_08 00:16:14;50,04;224,26;0,13;-0,00;0,03;50,04;225,09;0,13;-0,00;0,03;50,04;225,30;0,13;-0,00;0,03;50,04;224,30;0,13;-0,00;0,03
2021_05_08 00:16:19;50,03;224,31;0,13;-0,00;0,03;50,03;225,14;0,13;-0,00;0,03;50,03;225,38;0,13;-0,00;0,03;50,03;224,38;0,13;-0,00;0,03
2021_05_08 00:16:24;50,02;224,22;0,13;-0,00;0,03;50,02;225,01;0,13;-0,00;0,03;50,02;225,24;0,13;-0,00;0,03;50,02;224,23;0,13;-0,00;0,03
2021_05_08 00:16:29;50,00;224,24;0,13;-0,00;0,03;50,00;225,18;0,13;-0,00;0,03;50,00;225,31;0,13;-0,00;0,03;50,00;224,32;0,13;-0,00;0,03
2021_05_08 00:16:34;49,97;224,29;0,13;-0,00;0,03;49,97;225,13;0,13;-0,00;0,03;49,97;225,26;0,13;-0,00;0,03;49,97;224,28;0,13;-0,00;0,03
2021_05_08 00:16:39;49,98;224,30;0,13;-0,00;0,03;49,98;225,17;0,13;-0,00;0,03;49,98;225,26;0,13;-0,00;0,03;49,98;224,28;0,13;-0,00;0,03
2021_05_08 00:16:44;49,99;224,24;0,13;-0,00;0,03;49,99;225,08;0,13;-0,00;0,03;49,99;225,19;0,13;-0,00;0,03;49,99;224,23;0,13;-0,00;0,03
2021_05_08 00:16:49;50,00;224,24;0,13;-0,00;0,03;50,00;225,20;0,13;-0,00;0,03;50,00;225,30;0,13;-0,00;0,03;50,00;224,29;0,13;-0,00;0,03
2021_05_08 00:16:54;50,02;224,29;0,13;-0,00;0,03;50,02;225,17;0,13;-0,00;0,03;50,02;225,29;0,13;-0,00;0,03;50,02;224,28;0,13;-0,00;0,03
2021_05_08 00:16:59;50,01;224,34;0,13;-0,00;0,03;50,02;225,16;0,13;-0,00;0,03;50,02;225,30;0,13;-0,00;0,03;50,02;224,30;0,13;-0,00;0,03
2021_05_08 00:17:04;50,03;224,36;0,13;-0,00;0,03;50,03;225,17;0,13;-0,00;0,03;50,03;225,32;0,13;-0,00;0,03;50,03;224,31;0,13;-0,00;0,03
2021_05_08 00:17:09;50,03;224,22;0,13;-0,00;0,03;50,03;225,06;0,13;-0,00;0,03;50,03;225,21;0,13;-0,00;0,03;50,03;224,22;0,13;-0,00;0,03
2021_05_08 00:17:14;50,02;224,39;0,13;-0,00;0,03;50,02;225,27;0,13;-0,00;0,03;50,02;225,39;0,13;-0,00;0,03;50,02;224,42;0,13;-0,00;0,03
2021_05_08 00:17:19;50,03;224,34;0,13;-0,00;0,03;50,03;225,20;0,13;-0,00;0,03;50,03;225,30;0,13;-0,00;0,03;50,03;224,35;0,13;-0,00;0,03
2021_05_08 00:17:24;50,02;224,25;0,13;-0,00;0,03;50,02;225,06;0,13;-0,00;0,03;50,02;225,17;0,13;-0,00;0,03;50,02;224,19;0,13;-0,00;0,03
2021_05_08 00:17:29;50,01;224,28;0,13;-0,00;0,03;50,01;225,19;0,13;-0,00;0,03;50,01;225,27;0,13;-0,00;0,03;50,01;224,28;0,13;-0,00;0,03
2021_05_08 00:17:34;50,03;224,24;0,13;-0,00;0,03;50,02;225,07;0,13;-0,00;0,03;50,02;225,20;0,13;-0,00;0,03;50,02;224,23;0,13;-0,00;0,03
2021_05_08 00:17:39;50,03;224,20;0,13;-0,00;0,03;50,03;225,12;0,13;-0,00;0,03;50,03;225,25;0,13;-0,00;0,03;50,03;224,24;0,13;-0,00;0,03
2021_05_08 00:17:44;50,04;224,30;0,13;-0,00;0,03;50,04;225,13;0,13;-0,00;0,03;50,04;225,27;0,13;-0,00;0,03;50,04;224,29;0,13;-0,00;0,03
2021_05_08 00:17:49;50,03;224,32;0,13;-0,00;0,03;50,03;225,09;0,13;-0,00;0,03;50,03;225,25;0,13;-0,00;0,03;50,03;224,29;0,13;-0,00;0,03
2021_05_08 00:17:54;50,02;224,28;0,13;-0,00;0,03;50,02;225,11;0,13;-0,00;0,03;50,02;225,26;0,13;-0,00;0,03;50,02;224,28;0,13;-0,00;0,03
2021_05_08 00:17:59;50,03;224,38;0,13;-0,00;0,03;50,03;225,21;0,13;-0,00;0,03;50,03;225,34;0,13;-0,00;0,03;50,03;224,38;0,13;-0,00;0,03
2021_05_08 00:18:04;50,04;224,30;0,13;-0,00;0,03;50,04;225,12;0,13;-0,00;0,03;50,04;225,27;0,13;-0,00;0,03;50,04;224,30;0,13;-0,00;0,03
2021_05_08 00:18:09;50,05;224,31;0,13;-0,00;0,03;50,05;225,17;0,13;-0,00;0,03;50,05;225,31;0,13;-0,00;0,03;50,05;224,31;0,13;-0,00;0,03
2021_05_08 00:18:14;50,04;224,24;0,13;-0,00;0,03;50,04;225,10;0,13;-0,00;0,03;50,04;225,22;0,13;-0,00;0,03;50,04;224,24;0,13;-0,00;0,03
2021_05_08 00:18:19;50,02;224,30;0,13;-0,00;0,03;50,02;225,16;0,13;-0,00;0,03;50,02;225,29;0,13;-0,00;0,03;50,02;224,30;0,13;-0,00;0,03
2021_05_08 00:18:24;49,99;224,29;0,13;-0,00;0,03;49,99;225,16;0,13;-0,00;0,03;49,99;225,28;0,13;-0,00;0,03;49,99;224,29;0,13;-0,00;0,03
2021_05_08 00:18:29;49,98;224,31;0,13;-0,00;0,03;49,98;225,16;0,13;-0,00;0,03;49,98;225,28;0,13;-0,00;0,03;49,98;224,33;0,13;-0,00;0,03
2021_05_08 00:18:34;49,97;224,25;0,13;-0,00;0,03;49,97;225,10;0,13;-0,00;0,03;49,97;225,27;0,13;-0,00;0,03;49,97;224,25;0,13;-0,00;0,03
2021_05_08 00:18:39;49,96;224,31;0,13;-0,00;0,03;49,96;225,14;0,13;-0,00;0,03;49,96;225,26;0,13;-0,00;0,03;49,96;224,31;0,13;-0,00;0,03
2021_05_08 00:18:44;49,98;224,24;0,13;-0,00;0,03;49,98;225,11;0,13;-0,00;0,03;49,98;225,23;0,13;-0,00;0,03;49,98;224,24;0,13;-0,00;0,03
2021_05_08 00:18:49;50,01;224,23;0,13;-0,00;0,03;50,01;225,06;0,13;-0,00;0,03;50,01;225,17;0,13;-0,00;0,03;50,01;224,23;0,13;-0,00;0,03
2021_05_08 00:18:54;50,01;224,20;0,13;-0,00;0,03;50,01;225,07;0,13;-0,00;0,03;50,01;225,17;0,13;-0,00;0,03;50,01;224,20;0,13;-0,00;0,03
2021_05_08 00:18:59;49,99;224,23;0,13;-0,00;0,03;49,99;225,12;0,13;-0,00;0,03;49,99;225,23;0,13;-0,00;0,03;49,99;224,23;0,13;-0,00;0,03
2021_05_08 00:19:04;49,97;224,26;0,13;-0,00;0,03;49,97;225,13;0,13;-0,00;0,03;49,97;225,24;0,13;-0,00;0,03;49,97;224,27;0,13;-0,00;0,03
2021_05_08 00:19:09;49,98;224,37;0,13;-0,00;0,03;49,98;225,22;0,13;-0,00;0,03;49,98;225,34;0,13;-0,00;0,03;49,98;224,37;0,13;-0,00;0,03
2021_05_08 00:19:14;50,00;224,25;0,13;-0,00;0,03;50,00;225,12;0,13;-0,00;0,03;50,00;225,23;0,13;-0,00;0,03;50,00;224,25;0,13;-0,00;0,03
2021_05_08 00:19:19;50,00;224,25;0,13;-0,00;0,03;50,00;225,09;0,13;-0,00;0,03;50,00;225,20;0,13;-0,00;0,03;50,00;224,25;0,13;-0,00;0,03
2021_05_08 00:19:24;50,02;224,31;0,13;-0,00;0,03;50,02;225,16;0,13;-0,00;0,03;50,02;225,27;0,13;-0,00;0,03;50,02;224,31;0,13;-0,00;0,03
2021_05_08 00:19:29;50,03;224,30;0,13;-0,00;0,03;50,03;225,15;0,13;-0,00;0,03;50,03;225,23;0,13;-0,00;0,03;50,03;224,30;0,13;-0,00;0,03
2021_05_08 00:19:34;50,03;224,35;0,13;-0,00;0,03;50,03;225,18;0,13;-0,00;0,03;50,03;225,27;0,13;-0,00;0,03;50,03;224,35;0,13;-0,00;0,03
2021_05_08 00:19:39;50,04;224,27;0,13;-0,00;0,03;50,04;225,16;0,13;-0,00;0,03;50,04;225,26;0,13;-0,00;0,03;50,04;224,27;0,13;-0,00;0,03
2021_05_08 00:19:44;50,03;224,34;0,13;-0,00;0,03;50,03;225,24;0,13;-0,00;0,03;50,03;225,31;0,13;-0,00;0,03;50,03;224,34;0,13;-0,00;0,03
2021_05_08 00:19:49;50,03;224,22;0,13;-0,00;0,03;50,03;225,13;0,13;-0,00;0,03;50,03;225,24;0,13;-0,00;0,03;50,03;224,22;0,13;-0,00;0,03
2021_05_08 00:19:54;50,00;224,21;0,13;-0,00;0,03;50,00;225,09;0,13;-0,00;0,03;50,00;225,18;0,13;-0,00;0,03;50,00;224,21;0,13;-0,00;0,03
2021_05_08 00:19:59;50,00;224,39;0,13;-0,00;0,03;50,00;225,24;0,13;-0,00;0,03;50,00;225,36;0,13;-0,00;0,03;50,00;224,39;0,13;-0,00;0,03
2021_05_08 00:20:04;50,02;224,35;0,13;-0,00;0,03;50,02;225,18;0,13;-0,00;0,03;50,02;225,31;0,13;-0,00;0,03;50,02;224,35;0,13;-0,00;0,03
2021_05_08 00:20:09;50,02;224,36;0,13;-0,00;0,03;50,02;225,20;0,13;-0,00;0,03;50,02;225,29;0,13;-0,00;0,03;50,02;224,36;0,13;-0,00;0,03
2021_05_08 00:20:14;50,03;224,16;0,13;-0,00;0,03;50,03;225,03;0,13;-0,00;0,03;50,03;225,15;0,13;-0,00;0,03;50,03;224,16;0,13;-0,00;0,03
2021_05_08 00:20:19;50,02;224,24;0,13;-0,00;0,03;50,02;225,14;0,13;-0,00;0,03;50,02;225,21;0,13;-0,00;0,03;50,02;224,30;0,13;-0,00;0,03
2021_05_08 00:20:24;50,02;224,20;0,13;-0,00;0,03;50,02;225,09;0,13;-0,00;0,03;50,02;225,17;0,13;-0,00;0,03;50,02;224,20;0,13;-0,00;0,03
2021_05_08 00:20:29;50,01;224,28;0,13;-0,00;0,03;50,01;225,15;0,13;-0,00;0,03;50,01;225,27;0,13;-0,00;0,03;50,01;224,28;0,13;-0,00;0,03
2021_05_08 00:20:34;50,01;224,36;0,13;-0,00;0,03;50,01;225,27;0,13;-0,00;0,03;50,01;225,34;0,13;-0,00;0,03;50,01;224,36;0,13;-0,00;0,03
2021_05_08 00:20:39;50,04;224,36;0,13;-0,00;0,03;50,04;225,24;0,13;-0,00;0,03;50,04;225,34;0,13;-0,00;0,03;50,04;224,36;0,13;-0,00;0,03
2021_05_08 00:20:44;50,04;224,29;0,13;-0,00;0,03;50,04;225,15;0,13;-0,00;0,03;50,04;225,25;0,13;-0,00;0,03;50,04;224,29;0,13;-0,00;0,03
2021_05_08 00:20:49;50,04;224,37;0,13;-0,00;0,03;50,04;225,21;0,13;-0,00;0,03;50,04;225,32;0,13;-0,00;0,03;50,04;224,36;0,13;-0,00;0,03
2021_05_08 00:20:54;50,05;224,24;0,13;-0,00;0,03;50,05;225,09;0,13;-0,00;0,03;50,05;225,22;0,13;-0,00;0,03;50,05;224,25;0,13;-0,00;0,03
2021_05_08 00:20:59;50,03;224,20;0,13;-0,00;0,03;50,03;225,07;0,13;-0,00;0,03;50,03;225,13;0,13;-0,00;0,03;50,03;224,23;0,13;-0,00;0,03
2021_05_08 00:21:04;50,01;224,06;0,13;-0,00;0,03;50,01;224,93;0,13;-0,00;0,03;50,01;225,02;0,13;-0,00;0,03;50,01;224,02;0,13;-0,00;0,03
2021_05_08 00:21:09;50,00;224,09;0,13;-0,00;0,03;50,00;224,99;0,13;-0,00;0,03;50,00;225,07;0,13;-0,00;0,03;50,00;224,08;0,13;-0,00;0,03
2021_05_08 00:21:14;49,99;224,14;0,13;-0,00;0,03;49,99;225,06;0,13;-0,00;0,03;49,99;225,12;0,13;-0,00;0,03;49,98;224,11;0,13;-0,00;0,03
2021_05_08 00:21:19;49,98;224,22;0,13;-0,00;0,03;49,98;225,09;0,13;-0,00;0,03;49,99;225,22;0,13;-0,00;0,03;49,99;224,25;0,13;-0,00;0,03
2021_05_08 00:21:24;50,01;224,36;0,13;-0,00;0,03;50,01;225,26;0,13;-0,00;0,03;50,01;225,33;0,13;-0,00;0,03;50,01;224,29;0,13;-0,00;0,03
2021_05_08 00:21:29;50,01;224,15;0,13;-0,00;0,03;50,01;225,05;0,13;-0,00;0,03;50,01;225,15;0,13;-0,00;0,03;50,01;224,17;0,13;-0,00;0,03
2021_05_08 00:21:34;49,96;224,32;0,13;-0,00;0,03;49,96;225,16;0,13;-0,00;0,03;49,96;225,25;0,13;-0,00;0,03;49,96;224,39;0,13;-0,00;0,03
2021_05_08 00:21:39;49,95;224,34;0,13;-0,00;0,03;49,95;225,15;0,13;-0,00;0,03;49,95;225,24;0,13;-0,00;0,03;49,95;224,37;0,13;-0,00;0,03
2021_05_08 00:21:44;49,99;224,33;0,13;-0,00;0,03;49,99;225,17;0,13;-0,00;0,03;49,99;225,25;0,13;-0,00;0,03;49,99;224,30;0,13;-0,00;0,03
2021_05_08 00:21:49;50,01;224,33;0,13;-0,00;0,03;50,01;225,18;0,13;-0,00;0,03;50,01;225,24;0,13;-0,00;0,03;50,01;224,31;0,13;-0,00;0,03
2021_05_08 00:21:54;50,02;224,21;0,13;-0,00;0,03;50,02;225,02;0,13;-0,00;0,03;50,02;225,09;0,13;-0,00;0,03;50,02;224,22;0,13;-0,00;0,03
2021_05_08 00:21:59;50,03;224,27;0,13;-0,00;0,03;50,03;225,16;0,13;-0,00;0,03;50,03;225,25;0,13;-0,00;0,03;50,02;224,30;0,13;-0,00;0,03
2021_05_08 00:22:04;50,02;224,35;0,13;-0,00;0,03;50,02;225,24;0,13;-0,00;0,03;50,02;225,31;0,13;-0,00;0,03;50,02;224,38;0,13;-0,00;0,03
2021_05_08 00:22:09;50,03;224,39;0,13;-0,00;0,03;50,03;225,23;0,13;-0,00;0,03;50,03;225,36;0,13;-0,00;0,03;50,03;224,40;0,13;-0,00;0,03
2021_05_08 00:22:14;50,04;224,27;0,13;-0,00;0,03;50,04;225,13;0,13;-0,00;0,03;50,04;225,24;0,13;-0,00;0,03;50,04;224,18;0,13;-0,00;0,03
2021_05_08 00:22:19;50,02;224,20;0,13;-0,00;0,03;50,02;225,06;0,13;-0,00;0,03;50,02;225,17;0,13;-0,00;0,03;50,01;224,17;0,13;-0,00;0,03
2021_05_08 00:22:24;49,99;224,21;0,13;-0,00;0,03;49,99;225,07;0,13;-0,00;0,03;49,99;225,18;0,13;-0,00;0,03;49,98;224,21;0,13;-0,00;0,03
2021_05_08 00:22:29;49,96;224,20;0,13;-0,00;0,03;49,96;225,04;0,13;-0,00;0,03;49,96;225,15;0,13;-0,00;0,03;49,97;224,21;0,13;-0,00;0,03
2021_05_08 00:22:34;49,97;224,22;0,13;-0,00;0,03;49,97;225,06;0,13;-0,00;0,03;49,97;225,13;0,13;-0,00;0,03;49,97;224,25;0,13;-0,00;0,03
2021_05_08 00:22:39;49,97;224,29;0,13;-0,00;0,03;49,97;225,15;0,13;-0,00;0,03;49,97;225,24;0,13;-0,00;0,03;49,97;224,24;0,13;-0,00;0,03
2021_05_08 00:22:44;49,99;224,16;0,13;-0,00;0,03;49,99;225,06;0,13;-0,00;0,03;49,99;225,13;0,13;-0,00;0,03;49,98;224,16;0,13;-0,00;0,03
2021_05_08 00:22:49;49,99;224,13;0,13;-0,00;0,03;49,99;224,97;0,13;-0,00;0,03;49,99;225,11;0,13;-0,00;0,03;49,99;224,14;0,13;-0,00;0,03
2021_05_08 00:22:54;49,99;224,20;0,13;-0,00;0,03;49,99;225,07;0,13;-0,00;0,03;49,99;225,18;0,13;-0,00;0,03;49,99;224,27;0,13;-0,00;0,03
2021_05_08 00:22:59;50,01;224,33;0,13;-0,00;0,03;50,01;225,17;0,13;-0,00;0,03;50,01;225,29;0,13;-0,00;0,03;50,01;224,37;0,13;-0,00;0,03
2021_05_08 00:23:04;50,02;224,28;0,13;-0,00;0,03;50,02;225,13;0,13;-0,00;0,03;50,02;225,21;0,13;-0,00;0,03;50,03;224,33;0,13;-0,00;0,03
2021_05_08 00:23:09;50,03;224,29;0,13;-0,00;0,03;50,03;225,17;0,13;-0,00;0,03;50,03;225,23;0,13;-0,00;0,03;50,03;224,28;0,13;-0,00;0,03
2021_05_08 00:23:14;50,02;224,19;0,13;-0,00;0,03;50,02;225,06;0,13;-0,00;0,03;50,02;225,12;0,13;-0,00;0,03;50,02;224,15;0,13;-0,00;0,03
2021_05_08 00:23:19;49,98;224,08;0,13;-0,00;0,03;49,98;224,96;0,13;-0,00;0,03;49,98;225,05;0,13;-0,00;0,03;49,98;224,05;0,13;-0,00;0,03
2021_05_08 00:23:24;49,96;224,37;0,13;-0,00;0,03;49,96;225,23;0,13;-0,00;0,03;49,96;225,32;0,13;-0,00;0,03;49,96;224,39;0,13;-0,00;0,03
2021_05_08 00:23:29;49,99;224,33;0,13;-0,00;0,03;49,99;225,18;0,13;-0,00;0,03;49,99;225,28;0,13;-0,00;0,03;50,00;224,32;0,13;-0,00;0,03
