TimeStamp;FrequencyInvert3(Hz);VoltageInvert3(V);CurrentInvert3(A);ActivePowerInvert3(W);ReactivePowerInvert3(VAr);FrequencyInvert4(Hz);VoltageInvert4(V);CurrentInvert4(A);ActivePowerInvert4(W);ReactivePowerInvert4(VAr);FrequencyInvert5(Hz);VoltageInvert5(V);CurrentInvert5(A);ActivePowerInvert5(W);ReactivePowerInvert5(VAr);FrequencyInvert6(Hz);VoltageInvert6(V);CurrentInvert6(A);ActivePowerInvert6(W);ReactivePowerInvert6(VAr)
2021_05_08 23:26:34;50,07;223,72;0,13;-0,00;0,03;50,07;224,44;0,13;-0,00;0,03;50,07;224,61;0,13;-0,00;0,03;50,07;223,68;0,13;-0,00;0,03
2021_05_08 23:26:39;50,07;223,65;0,13;-0,00;0,03;50,07;224,44;0,13;-0,00;0,03;50,07;224,62;0,13;-0,00;0,03;50,07;223,67;0,13;-0,00;0,03
2021_05_08 23:26:44;50,06;223,70;0,13;-0,00;0,03;50,06;224,47;0,13;-0,00;0,03;50,06;224,65;0,13;-0,00;0,03;50,06;223,65;0,13;-0,00;0,03
2021_05_08 23:26:49;50,05;223,67;0,13;-0,00;0,03;50,05;224,41;0,13;-0,00;0,03;50,05;224,59;0,13;-0,00;0,03;50,04;223,66;0,13;-0,00;0,03
2021_05_08 23:26:54;50,06;223,86;0,13;-0,00;0,03;50,06;224,62;0,13;-0,00;0,03;50,06;224,78;0,13;-0,00;0,03;50,06;223,82;0,13;-0,00;0,03
2021_05_08 23:26:59;50,08;223,59;0,13;-0,00;0,03;50,08;224,36;0,13;-0,00;0,03;50,08;224,55;0,13;-0,00;0,03;50,08;223,64;0,13;-0,00;0,03
2021_05_08 23:27:04;50,07;223,57;0,13;-0,00;0,03;50,07;224,32;0,13;-0,00;0,03;50,07;224,58;0,13;-0,00;0,03;50,07;223,59;0,13;-0,00;0,03
2021_05_08 23:27:09;50,05;223,60;0,13;-0,00;0,03;50,05;224,36;0,13;-0,00;0,03;50,05;224,52;0,13;-0,00;0,03;50,05;223,57;0,13;-0,00;0,03
2021_05_08 23:27:14;50,05;223,68;0,13;-0,00;0,03;50,05;224,42;0,13;-0,00;0,03;50,05;224,65;0,13;-0,00;0,03;50,05;223,71;0,13;-0,00;0,03
2021_05_08 23:27:19;50,07;223,69;0,13;-0,00;0,03;50,07;224,46;0,13;-0,00;0,03;50,07;224,64;0,13;-0,00;0,03;50,07;223,69;0,13;-0,00;0,03
2021_05_08 23:27:24;50,09;223,69;0,13;-0,00;0,03;50,09;224,45;0,13;-0,00;0,03;50,10;224,63;0,13;-0,00;0,03;50,10;223,67;0,13;-0,00;0,03
2021_05_08 23:27:29;50,11;223,70;0,13;-0,00;0,03;50,11;224,42;0,13;-0,00;0,03;50,11;224,58;0,13;-0,00;0,03;50,11;223,62;0,13;-0,00;0,03
2021_05_08 23:27:34;50,09;223,61;0,13;-0,00;0,03;50,09;224,41;0,13;-0,00;0,03;50,09;224,51;0,13;-0,00;0,03;50,09;223,55;0,13;-0,00;0,03
2021_05_08 23:27:39;50,06;223,60;0,13;-0,00;0,03;50,06;224,45;0,13;-0,00;0,03;50,06;224,51;0,13;-0,00;0,03;50,06;223,61;0,13;-0,00;0,03
2021_05_08 23:27:44;50,06;223,73;0,13;-0,00;0,03;50,06;224,51;0,13;-0,00;0,03;50,06;224,60;0,13;-0,00;0,03;50,06;223,65;0,13;-0,00;0,03
2021_05_08 23:27:49;50,06;223,66;0,13;-0,00;0,03;50,06;224,52;0,13;-0,00;0,03;50,06;224,64;0,13;-0,00;0,03;50,06;223,68;0,13;-0,00;0,03
2021_05_08 23:27:54;50,06;223,66;0,13;-0,00;0,03;50,06;224,54;0,13;-0,00;0,03;50,06;224,65;0,13;-0,00;0,03;50,06;223,69;0,13;-0,00;0,03
2021_05_08 23:27:59;50,05;223,68;0,13;-0,00;0,03;50,05;224,52;0,13;-0,00;0,03;50,05;224,65;0,13;-0,00;0,03;50,05;223,64;0,13;-0,00;0,03
2021_05_08 23:28:04;50,06;223,63;0,13;-0,00;0,03;50,06;224,51;0,13;-0,00;0,03;50,06;224,61;0,13;-0,00;0,03;50,06;223,64;0,13;-0,00;0,03
2021_05_08 23:28:09;50,07;223,67;0,13;-0,00;0,03;50,07;224,48;0,13;-0,00;0,03;50,07;224,59;0,13;-0,00;0,03;50,07;223,64;0,13;-0,00;0,03
2021_05_08 23:28:14;50,10;223,71;0,13;-0,00;0,03;50,10;224,57;0,13;-0,00;0,03;50,10;224,68;0,13;-0,00;0,03;50,10;223,71;0,13;-0,00;0,03
2021_05_08 23:28:19;50,11;223,70;0,13;-0,00;0,03;50,11;224,56;0,13;-0,00;0,03;50,11;224,61;0,13;-0,00;0,03;50,11;223,70;0,13;-0,00;0,03
2021_05_08 23:28:24;50,09;223,64;0,13;-0,00;0,03;50,09;224,53;0,13;-0,00;0,03;50,09;224,58;0,13;-0,00;0,03;50,09;223,64;0,13;-0,00;0,03
2021_05_08 23:28:29;50,07;223,60;0,13;-0,00;0,03;50,07;224,50;0,13;-0,00;0,03;50,07;224,58;0,13;-0,00;0,03;50,07;223,60;0,13;-0,00;0,03
2021_05_08 23:28:34;50,05;223,61;0,13;-0,00;0,03;50,05;224,50;0,13;-0,00;0,03;50,05;224,57;0,13;-0,00;0,03;50,05;223,61;0,13;-0,00;0,03
2021_05_08 23:28:39;50,05;223,69;0,13;-0,00;0,03;50,05;224,51;0,13;-0,00;0,03;50,05;224,65;0,13;-0,00;0,03;50,05;223,69;0,13;-0,00;0,03
2021_05_08 23:28:44;50,08;223,49;0,13;-0,00;0,03;50,08;224,35;0,13;-0,00;0,03;50,08;224,46;0,13;-0,00;0,03;50,08;223,50;0,13;-0,00;0,03
2021_05_08 23:28:49;50,07;223,63;0,13;-0,00;0,03;50,07;224,45;0,13;-0,00;0,03;50,07;224,56;0,13;-0,00;0,03;50,06;223,64;0,13;-0,00;0,03
2021_05_08 23:28:54;50,06;223,70;0,13;-0,00;0,03;50,06;224,56;0,13;-0,00;0,03;50,06;224,66;0,13;-0,00;0,03;50,06;223,69;0,13;-0,00;0,03
2021_05_08 23:28:59;50,06;223,61;0,13;-0,00;0,03;50,06;224,48;0,13;-0,00;0,03;50,06;224,57;0,13;-0,00;0,03;50,06;223,64;0,13;-0,00;0,03
2021_05_08 23:29:04;50,04;223,51;0,13;-0,00;0,03;50,04;224,39;0,13;-0,00;0,03;50,04;224,48;0,13;-0,00;0,03;50,04;223,53;0,13;-0,00;0,03
2021_05_08 23:29:09;50,03;223,56;0,13;-0,00;0,03;50,03;224,44;0,13;-0,00;0,03;50,03;224,56;0,13;-0,00;0,03;50,03;223,56;0,13;-0,00;0,03
2021_05_08 23:29:14;50,04;223,63;0,13;-0,00;0,03;50,04;224,49;0,13;-0,00;0,03;50,04;224,58;0,13;-0,00;0,03;50,04;223,60;0,13;-0,00;0,03
2021_05_08 23:29:19;50,06;223,63;0,13;-0,00;0,03;50,06;224,47;0,13;-0,00;0,03;50,06;224,59;0,13;-0,00;0,03;50,06;223,67;0,13;-0,00;0,03
2021_05_08 23:29:24;50,10;223,72;0,13;-0,00;0,03;50,10;224,56;0,13;-0,00;0,03;50,10;224,67;0,13;-0,00;0,03;50,10;223,76;0,13;-0,00;0,03
2021_05_08 23:29:29;50,10;223,70;0,13;-0,00;0,03;50,10;224,54;0,13;-0,00;0,03;50,10;224,65;0,13;-0,00;0,03;50,10;223,66;0,13;-0,00;0,03
2021_05_08 23:29:34;50,08;223,58;0,13;-0,00;0,03;50,08;224,43;0,13;-0,00;0,03;50,08;224,55;0,13;-0,00;0,03;50,08;223,58;0,13;-0,00;0,03
2021_05_08 23:29:39;50,06;223,66;0,13;-0,00;0,03;50,06;224,56;0,13;-0,00;0,03;50,06;224,62;0,13;-0,00;0,03;50,06;223,64;0,13;-0,00;0,03
2021_05_08 23:29:44;50,08;223,67;0,13;-0,00;0,03;50,08;224,56;0,13;-0,00;0,03;50,08;224,63;0,13;-0,00;0,03;50,08;223,67;0,13;-0,00;0,03
2021_05_08 23:29:49;50,09;223,67;0,13;-0,00;0,03;50,10;224,54;0,13;-0,00;0,03;50,10;224,67;0,13;-0,00;0,03;50,10;223,68;0,13;-0,00;0,03
2021_05_08 23:29:54;50,09;223,62;0,13;-0,00;0,03;50,09;224,48;0,13;-0,00;0,03;50,08;224,62;0,13;-0,00;0,03;50,08;223,61;0,13;-0,00;0,03
2021_05_08 23:29:59;50,06;223,60;0,13;-0,00;0,03;50,06;224,46;0,13;-0,00;0,03;50,06;224,57;0,13;-0,00;0,03;50,06;223,60;0,13;-0,00;0,03
2021_05_08 23:30:04;50,02;223,63;0,13;-0,00;0,03;50,02;224,53;0,13;-0,00;0,03;50,02;224,62;0,13;-0,00;0,03;50,02;223,67;0,13;-0,00;0,03
2021_05_08 23:30:09;50,04;223,59;0,13;-0,00;0,03;50,04;224,45;0,13;-0,00;0,03;50,04;224,57;0,13;-0,00;0,03;50,04;223,58;0,13;-0,00;0,03
2021_05_08 23:30:14;50,05;223,59;0,13;-0,00;0,03;50,05;224,47;0,13;-0,00;0,03;50,05;224,56;0,13;-0,00;0,03;50,05;223,60;0,13;-0,00;0,03
2021_05_08 23:30:19;50,06;223,63;0,13;-0,00;0,03;50,06;224,47;0,13;-0,00;0,03;50,06;224,60;0,13;-0,00;0,03;50,06;223,62;0,13;-0,00;0,03
2021_05_08 23:30:24;50,07;223,57;0,13;-0,00;0,03;50,07;224,45;0,13;-0,00;0,03;50,07;224,57;0,13;-0,00;0,03;50,07;223,57;0,13;-0,00;0,03
2021_05_08 23:30:29;50,07;223,58;0,13;-0,00;0,03;50,07;224,48;0,13;-0,00;0,03;50,07;224,60;0,13;-0,00;0,03;50,07;223,65;0,13;-0,00;0,03
2021_05_08 23:30:34;50,09;223,57;0,13;-0,00;0,03;50,09;224,44;0,13;-0,00;0,03;50,09;224,55;0,13;-0,00;0,03;50,09;223,57;0,13;-0,00;0,03
2021_05_08 23:30:39;50,09;223,78;0,13;-0,00;0,03;50,09;224,62;0,13;-0,00;0,03;50,09;224,73;0,13;-0,00;0,03;50,09;223,78;0,13;-0,00;0,03
2021_05_08 23:30:44;50,09;223,63;0,13;-0,00;0,03;50,09;224,49;0,13;-0,00;0,03;50,09;224,59;0,13;-0,00;0,03;50,09;223,63;0,13;-0,00;0,03
2021_05_08 23:30:49;50,08;223,67;0,13;-0,00;0,03;50,08;224,55;0,13;-0,00;0,03;50,08;224,63;0,13;-0,00;0,03;50,08;223,67;0,13;-0,00;0,03
2021_05_08 23:30:54;50,07;223,69;0,13;-0,00;0,03;50,07;224,55;0,13;-0,00;0,03;50,07;224,62;0,13;-0,00;0,03;50,07;223,69;0,13;-0,00;0,03
2021_05_08 23:30:59;50,08;223,83;0,13;-0,00;0,03;50,08;224,67;0,13;-0,00;0,03;50,08;224,77;0,13;-0,00;0,03;50,08;223,83;0,13;-0,00;0,03
2021_05_08 23:31:04;50,11;223,70;0,13;-0,00;0,03;50,11;224,57;0,13;-0,00;0,03;50,11;224,68;0,13;-0,00;0,03;50,11;223,68;0,13;-0,00;0,03
2021_05_08 23:31:09;50,08;223,70;0,13;-0,00;0,03;50,08;224,57;0,13;-0,00;0,03;50,08;224,61;0,13;-0,00;0,03;50,08;223,68;0,13;-0,00;0,03
2021_05_08 23:31:14;50,03;223,63;0,13;-0,00;0,03;50,03;224,48;0,13;-0,00;0,03;50,03;224,55;0,13;-0,00;0,03;50,03;223,60;0,13;-0,00;0,03
2021_05_08 23:31:19;50,01;223,58;0,13;-0,00;0,03;50,01;224,48;0,13;-0,00;0,03;50,01;224,57;0,13;-0,00;0,03;50,00;223,58;0,13;-0,00;0,03
2021_05_08 23:31:24;49,97;223,60;0,13;-0,00;0,03;49,97;224,50;0,13;-0,00;0,03;49,97;224,56;0,13;-0,00;0,03;49,97;223,59;0,13;-0,00;0,03
2021_05_08 23:31:29;49,98;223,64;0,13;-0,00;0,03;49,98;224,49;0,13;-0,00;0,03;49,98;224,60;0,13;-0,00;0,03;49,98;223,68;0,13;-0,00;0,03
2021_05_08 23:31:34;50,00;223,69;0,13;-0,00;0,03;50,00;224,57;0,13;-0,00;0,03;50,00;224,63;0,13;-0,00;0,03;50,00;223,67;0,13;-0,00;0,03
2021_05_08 23:31:39;50,02;223,69;0,13;-0,00;0,03;50,02;224,53;0,13;-0,00;0,03;50,02;224,59;0,13;-0,00;0,03;50,02;223,68;0,13;-0,00;0,03
2021_05_08 23:31:44;50,05;223,62;0,13;-0,00;0,03;50,05;224,49;0,13;-0,00;0,03;50,05;224,57;0,13;-0,00;0,03;50,05;223,61;0,13;-0,00;0,03
2021_05_08 23:31:49;50,05;223,61;0,13;-0,00;0,03;50,05;224,46;0,13;-0,00;0,03;50,05;224,57;0,13;-0,00;0,03;50,05;223,70;0,13;-0,00;0,03
2021_05_08 23:31:54;50,03;223,75;0,13;-0,00;0,03;50,03;224,59;0,13;-0,00;0,03;50,03;224,70;0,13;-0,00;0,03;50,03;223,80;0,13;-0,00;0,03
2021_05_08 23:31:59;50,05;223,76;0,13;-0,00;0,03;50,05;224,59;0,13;-0,00;0,03;50,05;224,70;0,13;-0,00;0,03;50,05;223,69;0,13;-0,00;0,03
2021_05_08 23:32:04;50,04;223,62;0,13;-0,00;0,03;50,04;224,48;0,13;-0,00;0,03;50,04;224,58;0,13;-0,00;0,03;50,04;223,61;0,13;-0,00;0,03
2021_05_08 23:32:09;50,02;223,63;0,13;-0,00;0,03;50,02;224,46;0,13;-0,00;0,03;50,02;224,56;0,13;-0,00;0,03;50,02;223,59;0,13;-0,00;0,03
2021_05_08 23:32:14;50,03;223,84;0,13;-0,00;0,03;50,03;224,67;0,13;-0,00;0,03;50,03;224,76;0,13;-0,00;0,03;50,03;223,79;0,13;-0,00;0,03
2021_05_08 23:32:19;50,07;223,78;0,13;-0,00;0,03;50,07;224,61;0,13;-0,00;0,03;50,07;224,70;0,13;-0,00;0,03;50,07;223,75;0,13;-0,00;0,03
2021_05_08 23:32:24;50,09;223,68;0,13;-0,00;0,03;50,09;224,52;0,13;-0,00;0,03;50,08;224,62;0,13;-0,00;0,03;50,08;223,71;0,13;-0,00;0,03
2021_05_08 23:32:29;50,06;223,67;0,13;-0,00;0,03;50,06;224,52;0,13;-0,00;0,03;50,06;224,64;0,13;-0,00;0,03;50,06;223,68;0,13;-0,00;0,03
2021_05_08 23:32:34;50,05;223,67;0,13;-0,00;0,03;50,05;224,52;0,13;-0,00;0,03;50,05;224,64;0,13;-0,00;0,03;50,05;223,68;0,13;-0,00;0,03
2021_05_08 23:32:39;50,04;223,74;0,13;-0,00;0,03;50,04;224,53;0,13;-0,00;0,03;50,04;224,61;0,13;-0,00;0,03;50,04;223,72;0,13;-0,00;0,03
2021_05_08 23:32:44;50,02;223,61;0,13;-0,00;0,03;50,02;224,44;0,13;-0,00;0,03;50,02;224,54;0,13;-0,00;0,03;50,02;223,62;0,13;-0,00;0,03
2021_05_08 23:32:49;50,02;223,80;0,13;-0,00;0,03;50,02;224,57;0,13;-0,00;0,03;50,02;224,57;0,13;-0,00;0,03;50,02;223,68;0,13;-0,00;0,03
2021_05_08 23:32:54;50,02;223,77;0,13;-0,00;0,03;50,02;224,59;0,13;-0,00;0,03;50,02;224,66;0,13;-0,00;0,03;50,02;223,73;0,13;-0,00;0,03
2021_05_08 23:32:59;50,04;221,91;0,13;-0,00;0,03;50,04;222,94;0,13;-0,00;0,03;50,04;223,05;0,13;-0,00;0,03;50,04;221,86;0,13;-0,00;0,03
2021_05_08 23:33:04;50,03;221,81;0,13;-0,00;0,03;50,03;222,82;0,13;-0,00;0,03;50,03;222,98;0,13;-0,00;0,03;50,03;221,82;0,13;-0,00;0,03
2021_05_08 23:33:09;50,01;221,96;0,13;-0,00;0,03;50,01;222,89;0,13;-0,00;0,03;50,01;223,07;0,13;-0,00;0,03;50,01;221,89;0,13;-0,00;0,03
2021_05_08 23:33:14;50,02;221,83;0,13;-0,00;0,03;50,02;222,83;0,13;-0,00;0,03;50,02;223,07;0,13;-0,00;0,03;50,02;221,92;0,13;-0,00;0,03
2021_05_08 23:33:19;50,04;221,91;0,13;-0,00;0,03;50,04;222,89;0,13;-0,00;0,03;50,04;223,10;0,13;-0,00;0,03;50,04;221,90;0,13;-0,00;0,03
2021_05_08 23:33:24;50,04;221,79;0,13;-0,00;0,03;50,04;222,71;0,13;-0,00;0,03;50,04;222,91;0,13;-0,00;0,03;50,04;221,76;0,13;-0,00;0,03
2021_05_08 23:33:29;50,03;221,87;0,13;-0,00;0,03;50,03;222,90;0,13;-0,00;0,03;50,03;223,05;0,13;-0,00;0,03;50,03;221,91;0,13;-0,00;0,03
2021_05_08 23:33:34;50,06;221,88;0,13;-0,00;0,03;50,06;222,91;0,13;-0,00;0,03;50,06;223,07;0,13;-0,00;0,03;50,06;221,92;0,13;-0,00;0,03
2021_05_08 23:33:39;50,06;221,79;0,13;-0,00;0,03;50,05;222,77;0,13;-0,00;0,03;50,05;222,98;0,13;-0,00;0,03;50,05;221,77;0,13;-0,00;0,03
2021_05_08 23:33:44;50,04;221,90;0,13;-0,00;0,03;50,04;222,83;0,13;-0,00;0,03;50,04;223,00;0,13;-0,00;0,03;50,04;221,83;0,13;-0,00;0,03
2021_05_08 23:33:49;50,04;221,84;0,13;-0,00;0,03;50,04;222,83;0,13;-0,00;0,03;50,04;223,05;0,13;-0,00;0,03;50,04;221,85;0,13;-0,00;0,03
2021_05_08 23:33:54;50,05;221,75;0,13;-0,00;0,03;50,05;222,79;0,13;-0,00;0,03;50,05;223,00;0,13;-0,00;0,03;50,05;221,80;0,13;-0,00;0,03
2021_05_08 23:33:59;50,05;221,81;0,13;-0,00;0,03;50,05;222,86;0,13;-0,00;0,03;50,05;223,06;0,13;-0,00;0,03;50,05;221,91;0,13;-0,00;0,03
2021_05_08 23:34:04;50,06;221,89;0,13;-0,00;0,03;50,06;222,85;0,13;-0,00;0,03;50,06;223,04;0,13;-0,00;0,03;50,06;221,90;0,13;-0,00;0,03
2021_05_08 23:34:09;50,05;221,79;0,13;-0,00;0,03;50,05;222,77;0,13;-0,00;0,03;50,05;222,98;0,13;-0,00;0,03;50,05;221,81;0,13;-0,00;0,03
2021_05_08 23:34:14;50,03;221,80;0,13;-0,00;0,03;50,03;222,76;0,13;-0,00;0,03;50,03;222,97;0,13;-0,00;0,03;50,03;221,80;0,13;-0,00;0,03
2021_05_08 23:34:19;50,03;221,89;0,13;-0,00;0,03;50,03;222,86;0,13;-0,00;0,03;50,03;223,10;0,13;-0,00;0,03;50,03;221,89;0,13;-0,00;0,03
2021_05_08 23:34:24;50,05;221,87;0,13;-0,00;0,03;50,05;222,81;0,13;-0,00;0,03;50,05;223,08;0,13;-0,00;0,03;50,05;221,87;0,13;-0,00;0,03
2021_05_08 23:34:29;50,06;221,91;0,13;-0,00;0,03;50,06;222,86;0,13;-0,00;0,03;50,06;223,09;0,13;-0,00;0,03;50,06;221,91;0,13;-0,00;0,03
2021_05_08 23:34:34;50,04;221,93;0,13;-0,00;0,03;50,04;222,88;0,13;-0,00;0,03;50,04;223,11;0,13;-0,00;0,03;50,04;221,93;0,13;-0,00;0,03
2021_05_08 23:34:39;50,03;221,98;0,13;-0,00;0,03;50,03;222,93;0,13;-0,00;0,03;50,03;223,15;0,13;-0,00;0,03;50,03;221,98;0,13;-0,00;0,03
2021_05_08 23:34:44;50,04;221,87;0,13;-0,00;0,03;50,04;222,86;0,13;-0,00;0,03;50,04;223,05;0,13;-0,00;0,03;50,04;221,87;0,13;-0,00;0,03
2021_05_08 23:34:49;50,03;221,86;0,13;-0,00;0,03;50,03;222,83;0,13;-0,00;0,03;50,03;223,02;0,13;-0,00;0,03;50,03;221,86;0,13;-0,00;0,03
2021_05_08 23:34:54;50,02;221,78;0,13;-0,00;0,03;50,02;222,73;0,13;-0,00;0,03;50,02;223,02;0,13;-0,00;0,03;50,02;221,78;0,13;-0,00;0,03
2021_05_08 23:34:59;50,04;221,89;0,13;-0,00;0,03;50,04;222,84;0,13;-0,00;0,03;50,04;223,09;0,13;-0,00;0,03;50,04;221,89;0,13;-0,00;0,03
2021_05_08 23:35:04;50,05;221,84;0,13;-0,00;0,03;50,05;222,80;0,13;-0,00;0,03;50,05;223,03;0,13;-0,00;0,03;50,05;221,84;0,13;-0,00;0,03
2021_05_08 23:35:09;50,07;221,90;0,13;-0,00;0,03;50,07;222,89;0,13;-0,00;0,03;50,06;223,07;0,13;-0,00;0,03;50,06;221,90;0,13;-0,00;0,03
2021_05_08 23:35:14;50,04;221,85;0,13;-0,00;0,03;50,04;222,78;0,13;-0,00;0,03;50,04;223,03;0,13;-0,00;0,03;50,04;221,80;0,13;-0,00;0,03
2021_05_08 23:35:19;50,03;221,89;0,13;-0,00;0,03;50,03;222,84;0,13;-0,00;0,03;50,03;223,08;0,13;-0,00;0,03;50,03;221,89;0,13;-0,00;0,03
2021_05_08 23:35:24;50,03;221,86;0,13;-0,00;0,03;50,03;222,84;0,13;-0,00;0,03;50,03;223,05;0,13;-0,00;0,03;50,04;221,87;0,13;-0,00;0,03
2021_05_08 23:35:29;50,04;221,85;0,13;-0,00;0,03;50,04;222,80;0,13;-0,00;0,03;50,04;223,01;0,13;-0,00;0,03;50,04;221,84;0,13;-0,00;0,03
2021_05_08 23:35:34;50,05;221,86;0,13;-0,00;0,03;50,05;222,81;0,13;-0,00;0,03;50,05;223,02;0,13;-0,00;0,03;50,05;221,83;0,13;-0,00;0,03
2021_05_08 23:35:39;50,04;221,87;0,13;-0,00;0,03;50,04;222,82;0,13;-0,00;0,03;50,04;223,03;0,13;-0,00;0,03;50,04;221,90;0,13;-0,00;0,03
2021_05_08 23:35:44;50,03;221,99;0,13;-0,00;0,03;50,03;222,92;0,13;-0,00;0,03;50,03;223,11;0,13;-0,00;0,03;50,03;221,94;0,13;-0,00;0,03
2021_05_08 23:35:49;50,05;221,86;0,13;-0,00;0,03;50,05;222,87;0,13;-0,00;0,03;50,04;223,09;0,13;-0,00;0,03;50,04;221,92;0,13;-0,00;0,03
2021_05_08 23:35:54;50,05;221,87;0,13;-0,00;0,03;50,05;222,41;0,13;-0,00;0,03;50,05;222,89;0,13;-0,00;0,03;50,05;221,85;0,13;-0,00;0,03
2021_05_08 23:35:59;50,07;221,98;0,13;-0,00;0,03;50,07;222,56;0,13;-0,00;0,03;50,06;222,97;0,13;-0,00;0,03;50,07;221,94;0,13;-0,00;0,03
2021_05_08 23:36:04;50,08;221,96;0,13;-0,00;0,03;50,08;222,86;0,13;-0,00;0,03;50,08;223,07;0,13;-0,00;0,03;50,08;221,88;0,13;-0,00;0,03
2021_05_08 23:36:09;50,08;221,95;0,13;-0,00;0,03;50,08;222,84;0,13;-0,00;0,03;50,08;223,08;0,13;-0,00;0,03;50,08;221,94;0,13;-0,00;0,03
2021_05_08 23:36:14;50,05;221,91;0,13;-0,00;0,03;50,05;222,84;0,13;-0,00;0,03;50,05;223,04;0,13;-0,00;0,03;50,05;221,88;0,13;-0,00;0,03
2021_05_08 23:36:19;50,03;221,96;0,13;-0,00;0,03;50,03;222,91;0,13;-0,00;0,03;50,03;223,11;0,13;-0,00;0,03;50,03;221,92;0,13;-0,00;0,03
2021_05_08 23:36:24;50,02;221,87;0,13;-0,00;0,03;50,02;222,82;0,13;-0,00;0,03;50,02;223,05;0,13;-0,00;0,03;50,02;221,87;0,13;-0,00;0,03
2021_05_08 23:36:29;50,02;221,85;0,13;-0,00;0,03;50,02;222,83;0,13;-0,00;0,03;50,02;223,01;0,13;-0,00;0,03;50,02;221,87;0,13;-0,00;0,03
2021_05_08 23:36:34;50,01;221,90;0,13;-0,00;0,03;50,01;222,82;0,13;-0,00;0,03;50,01;222,98;0,13;-0,00;0,03;50,01;221,80;0,13;-0,00;0,03
2021_05_08 23:36:39;50,00;221,85;0,13;-0,00;0,03;50,00;222,81;0,13;-0,00;0,03;50,00;222,98;0,13;-0,00;0,03;50,00;221,84;0,13;-0,00;0,03
2021_05_08 23:36:44;49,99;221,94;0,13;-0,00;0,03;49,99;222,87;0,13;-0,00;0,03;49,99;223,06;0,13;-0,00;0,03;49,99;221,90;0,13;-0,00;0,03
2021_05_08 23:36:49;50,01;221,97;0,13;-0,00;0,03;50,01;222,95;0,13;-0,00;0,03;50,01;223,09;0,13;-0,00;0,03;50,01;221,96;0,13;-0,00;0,03
2021_05_08 23:36:54;50,04;221,96;0,13;-0,00;0,03;50,04;222,86;0,13;-0,00;0,03;50,04;223,14;0,13;-0,00;0,03;50,04;221,98;0,13;-0,00;0,03
2021_05_08 23:36:59;50,05;221,88;0,13;-0,00;0,03;50,05;222,80;0,13;-0,00;0,03;50,05;223,03;0,13;-0,00;0,03;50,05;221,89;0,13;-0,00;0,03
2021_05_08 23:37:04;50,06;221,99;0,13;-0,00;0,03;50,06;222,88;0,13;-0,00;0,03;50,06;223,10;0,13;-0,00;0,03;50,06;221,96;0,13;-0,00;0,03
2021_05_08 23:37:09;50,05;221,95;0,13;-0,00;0,03;50,05;222,88;0,13;-0,00;0,03;50,05;223,11;0,13;-0,00;0,03;50,05;221,97;0,13;-0,00;0,03
2021_05_08 23:37:14;50,04;221,97;0,13;-0,00;0,03;50,04;222,87;0,13;-0,00;0,03;50,04;223,09;0,13;-0,00;0,03;50,04;221,95;0,13;-0,00;0,03
2021_05_08 23:37:19;50,04;221,88;0,13;-0,00;0,03;50,04;222,84;0,13;-0,00;0,03;50,04;223,02;0,13;-0,00;0,03;50,04;221,85;0,13;-0,00;0,03
2021_05_08 23:37:24;50,06;221,85;0,13;-0,00;0,03;50,06;222,86;0,13;-0,00;0,03;50,06;223,03;0,13;-0,00;0,03;50,06;221,90;0,13;-0,00;0,03
2021_05_08 23:37:29;50,06;221,76;0,13;-0,00;0,03;50,06;222,69;0,13;-0,00;0,03;50,06;222,94;0,13;-0,00;0,03;50,06;221,77;0,13;-0,00;0,03
2021_05_08 23:37:34;50,07;221,87;0,13;-0,00;0,03;50,06;222,86;0,13;-0,00;0,03;50,06;223,09;0,13;-0,00;0,03;50,06;221,91;0,13;-0,00;0,03
2021_05_08 23:37:39;50,06;221,89;0,13;-0,00;0,03;50,06;222,76;0,13;-0,00;0,03;50,06;223,00;0,13;-0,00;0,03;50,06;221,87;0,13;-0,00;0,03
2021_05_08 23:37:44;50,04;221,96;0,13;-0,00;0,03;50,04;222,85;0,13;-0,00;0,03;50,04;223,09;0,13;-0,00;0,03;50,04;221,93;0,13;-0,00;0,03
2021_05_08 23:37:49;50,05;222,01;0,13;-0,00;0,03;50,05;222,87;0,13;-0,00;0,03;50,05;223,07;0,13;-0,00;0,03;50,05;221,94;0,13;-0,00;0,03
2021_05_08 23:37:54;50,09;221,96;0,13;-0,00;0,03;50,09;222,91;0,13;-0,00;0,03;50,09;223,12;0,13;-0,00;0,03;50,09;221,96;0,13;-0,00;0,03
2021_05_08 23:37:59;50,09;221,96;0,13;-0,00;0,03;50,09;222,89;0,13;-0,00;0,03;50,08;223,12;0,13;-0,00;0,03;50,08;221,96;0,13;-0,00;0,03
2021_05_08 23:38:04;50,07;222,02;0,13;-0,00;0,03;50,07;222,90;0,13;-0,00;0,03;50,07;223,19;0,13;-0,00;0,03;50,07;222,02;0,13;-0,00;0,03
2021_05_08 23:38:09;50,06;221,97;0,13;-0,00;0,03;50,06;222,90;0,13;-0,00;0,03;50,06;223,12;0,13;-0,00;0,03;50,06;221,97;0,13;-0,00;0,03
2021_05_08 23:38:14;50,03;222,02;0,13;-0,00;0,03;50,03;222,94;0,13;-0,00;0,03;50,03;223,17;0,13;-0,00;0,03;50,03;222,02;0,13;-0,00;0,03
